Step,class_contrastive_both_mod_single_label_imgs - train_pair_loss
489,1.105479002
490,1.13994503
491,1.112403154
492,1.093492985
493,1.179606438
494,1.196652532
495,1.1156497
496,1.109375477
497,1.225679874
498,2.051822662
499,1.192010283
500,1.164528608
501,1.270056844
503,1.152893543
504,1.102043152
505,1.107545018
506,1.107839108
507,1.131086349
508,1.190341711
509,1.16195941
510,1.114684105
511,1.156357765
513,1.208180189
514,1.097955108
515,1.547737122
517,1.196222186
518,1.09975636
519,1.081244946
520,1.349228859
521,1.120303631
522,1.171980619
523,1.145757675
524,1.199960947
525,1.243177176
526,1.145259619
527,1.169344664
528,1.196870565
529,1.177509308
530,1.079080224
531,1.150932789
532,1.153345585
533,1.190864086
534,1.069419146
535,1.174491763
536,1.082121134
537,1.144621134
538,1.093724847
540,1.127816319
541,1.109812617
542,1.087982774
544,1.135241628
545,1.150581241
546,1.135400295
547,1.113987207
548,1.184099793
549,1.080171227
550,1.11246562
551,1.164515615
552,1.160887599
553,1.110427737
554,1.058485389
555,1.130840898
556,1.180177331
557,1.081686139
558,1.122992516
559,1.10404563
560,1.171906352
561,1.106070876
563,1.137842536
564,1.10377121
565,1.15585494
568,1.116968393
570,1.10770309
571,1.188633204
572,1.139831066
573,1.10158813
574,1.104552269
575,1.153657436
576,1.093299508
577,1.107021809
578,1.083988428
579,1.096669674
580,1.157948852
581,1.118306041
582,1.101109266
583,1.084815025
584,1.09645009
585,1.132366657
586,1.126457453
587,1.135111332
588,1.101590157
589,1.130756259
590,1.184606552
591,1.079439521
592,1.15110147
594,1.09815383
595,1.080067277
596,1.114506841
597,1.083742142
598,1.059130907
601,1.115552664
603,1.103727341
604,1.180690289
605,1.110839605
606,1.080985785
607,1.194777489
608,1.093167782
609,1.042531371
611,1.199558139
612,1.112007499
613,1.07760191
614,1.109268785
615,1.109063387
616,1.110319734
617,1.127306819
618,1.164871693
619,1.162348986
621,1.113012791
622,1.110180378
623,1.113390684
624,1.078224063
625,1.10915637
627,1.144358873
628,1.188972592
629,1.160315514
631,1.090160131
633,1.142898321
634,1.09610188
635,1.161536574
637,1.058103561
639,1.098934412
640,1.080815077
641,1.076847076
642,1.227024317
643,1.173170328
644,1.080110431
645,1.074533939
646,1.147018313
648,1.108645916
649,1.059945107
650,1.0891366
651,1.159380078
652,1.132302403
653,1.165773511
654,1.160190582
656,1.123961449
658,1.108239055
659,1.158262014
660,1.108310342
661,1.056870937
662,1.123100996
663,1.157012939
664,1.114288688
665,1.144855022
666,1.162058592
667,1.137083292
668,1.091721535
669,1.094650149
670,1.139136076
671,1.092618823
672,1.060407877
673,1.060464859
675,1.121319652
676,1.108986616
677,1.059496164
678,1.118327141
680,1.09155035
681,1.172060013
682,1.146753788
683,2.394492149
685,2.486059427
686,2.389989853
687,2.29596734
688,2.377099514
689,2.341742992
690,1.323863387
691,1.306631804
692,1.238046408
693,1.21072185
694,2.387083054
696,1.292752385
697,1.263365746
699,1.199761033
700,1.127309084
702,1.096167445
703,1.196908951
704,1.097565174
705,1.1642313
706,1.159970641
707,1.160684586
708,1.090740681
709,1.092152238
711,1.134841204
712,1.119682431
713,1.117935538
714,1.231279731
715,1.06719923
717,1.085585833
718,1.095386863
721,1.211872816
722,1.080313683
723,1.110084891
724,1.092188954
725,1.143942714
726,1.178005815
729,1.176292777
730,1.189388633
731,1.158690929
732,1.128104687
733,1.10963583
734,1.129883289
735,1.156393528
737,1.142317653
738,1.074445009
739,1.12411046
740,1.124867201
741,1.248539686
742,1.280641556
743,1.154607415
745,1.125401497
746,2.371880293
747,2.364602566
748,2.392802715
749,2.381976128
750,2.375513077
753,1.152569532
754,1.157527328
756,1.131902933
757,1.163722396
758,2.352517843
759,2.409807682
760,2.399765491
761,2.382488012
762,2.357327938
763,2.290415764
764,2.342085838
765,2.283241034
766,2.385641336
767,2.356250763
768,2.385124922
769,2.381001472
770,2.376598358
771,2.321918488
773,2.387371778
774,2.362884998
775,2.357398987
776,2.327691078
777,2.304816723
778,1.257002354
779,1.194001079
781,1.209679723
783,1.204395056
784,1.301248074
785,1.300127506
786,2.346877813
787,2.349498034
788,2.355529308
790,2.300592422
791,2.314581394
792,2.21067214
794,2.286278725
795,2.301856041
796,2.26111269
797,2.254805803
798,2.232999802
799,2.298869371
800,2.245638371
801,2.332086086
802,2.322162867
803,2.275903225
804,2.266064882
806,2.307397842
807,2.22136426
810,2.309103727
811,2.247131824
812,2.232557535
814,2.282370806
815,2.251951218
817,2.203300476
818,2.25223875
819,2.201284885
821,2.178717613
822,2.206577301
823,2.178772926
825,2.282244205
827,2.281289101
829,2.241697311
830,2.320921659
831,2.291713953
832,2.183739662
833,2.27226305
834,2.322900772
835,2.252031088
837,2.190147638
838,2.194688082
839,2.150361061
840,2.146670103
842,2.188060045
843,2.185728312
844,2.13331008
845,2.099969387
846,2.164489508
847,2.164079428
848,2.134668589
849,2.169242382
850,2.05919838
851,2.134488344
853,2.143582344
854,2.081972599
855,2.121673107
856,2.148392916
857,2.114547968
858,2.128602028
859,2.131952763
860,2.141466618
861,2.134905338
862,2.14799881
865,2.271014214
866,2.213398933
867,2.075755358
868,2.120774984
869,2.104386091
870,2.115277529
872,2.084830284
873,2.220875502
874,2.139591455
875,2.127318621
876,2.086213827
877,2.176659107
878,2.124018669
879,2.126324654
880,2.110111713
881,2.260263443
883,2.140343428
884,2.138609409
886,2.111770153
887,2.176340818
889,2.011712074
892,2.081043482
893,2.146940708
895,2.137169361
896,2.13926816
897,2.233870029
898,2.242361307
899,2.338078499
900,2.351312637
901,2.347864151
903,2.347643852
904,2.341325998
905,1.333077073
906,1.326894283
907,2.143331528
908,2.104046822
909,1.310984492
910,2.239019871
911,1.324174166
912,1.313680053
913,1.288872719
914,2.10216403
915,1.267629743
918,1.305758238
919,1.280756354
920,1.202881217
922,1.306435704
923,2.16666317
925,2.333680153
926,2.312096834
927,2.298033714
928,2.334428787
929,2.249911785
930,2.325987816
931,2.2776649
932,2.201463699
933,1.462759495
934,1.287902713
935,1.179896832
936,1.333038092
937,2.348010063
938,2.300692797
939,2.226535797
940,1.244952559
941,2.323346138
942,2.239217043
943,2.318068027
945,1.221286297
946,2.32057023
947,2.092190504
948,2.282124758
949,1.273216009
950,1.182236552
951,2.28684926
952,2.081806183
953,2.323584557
954,2.312656164
956,2.336834669
957,1.360036612
958,2.143242359
959,1.266973495
960,2.221441031
961,2.253367424
962,2.27297163
963,1.204051137
965,1.217631817
967,1.26757741
968,2.237251759
969,1.589545369
970,2.120212555
974,2.035530806
975,2.265093803
976,1.261228323
977,2.182468414
978,1.218927622
979,2.378252983
980,2.325208187
981,2.365656137
982,2.35970974
983,2.257618904
984,2.331805706
985,2.238345623
986,1.28288734
987,2.204061747
988,2.150851488
989,2.211743832
990,2.41607523
991,2.413079023
992,2.344088554
993,1.553089738
994,2.303331852
995,2.327822685
996,2.301055908
997,2.323138475
999,2.013706207
1000,1.222547293
1001,2.279911995
1002,2.226398945
1003,2.183405876
1004,1.184797287
1005,2.105689049
1006,1.505857706
1007,2.271803379
1008,1.224637508
1009,2.147792101
1010,2.143832684
1011,1.183596134
1012,1.285954714
1013,1.204858541
1014,1.273095369
1015,1.205332398
1016,1.226818085
1017,2.288482904
1018,1.192474127
1019,1.232931495
1020,2.092594624
1021,2.215244532
1022,1.295078278
1023,2.231672764
1024,2.282936573
1026,2.225625038
1027,2.209373951
1029,2.220520258
1031,2.086003304
1032,2.303421736
1033,1.533895135
1034,1.200990796
1035,2.253745317
1036,2.251959324
1037,1.123842716
1039,1.52577424
1040,1.210593581
1042,2.063956976
1043,2.221946239
1044,2.058192968
1045,1.189001083
1046,2.28408432
1047,1.217183709
1048,2.222150803
1049,2.178107262
1050,2.201206207
1053,2.115228653
1054,2.238607645
1055,2.107372999
1057,2.219907999
1058,2.061597824
1059,2.286576748
1060,2.065334797
1061,2.122109413
1062,2.069992065
1063,2.198313713
1064,2.188624144
1065,2.134554148
1066,2.187157869
1068,2.160934687
1069,2.339925289
1070,2.23998785
1071,2.10000968
1072,2.074977875
1073,2.175029278
1074,2.176431656
1075,2.130494118
1076,2.183676958
1077,2.178564072
1080,2.063907385
1081,2.237167358
1082,2.150853395
1083,2.142955065
1087,2.246703625
1088,2.216935158
1089,2.262374401
1090,2.170659542
1091,2.184903145
1092,2.196810961
1093,2.145143509
1094,2.244526386
1095,2.194420099
1096,1.457999945
1098,2.161533833
1100,2.217359543
1102,2.130713224
1103,2.240219593
1104,2.148682117
1105,2.220136404
1107,2.120357275
1110,1.148104429
1111,2.15188694
1112,1.283126593
1113,2.173543215
1114,2.189915657
1115,1.138034105
1116,1.268314481
1117,2.206456661
1118,2.154918909
1119,1.811095953
1120,1.858446479
1121,2.336561203
1123,1.219861984
1124,1.220762968
1125,1.235593557
1126,1.202037811
1127,1.191670895
1128,1.247751594
1129,1.153335333
1130,1.439947128
1131,1.282947898
1132,1.2127285
1134,1.249508381
1135,1.403217673
1136,1.327221394
1137,1.301987648
1140,1.23600924
1141,1.204291105
1142,1.116415739
1144,1.156137228
1145,1.138694048
1147,1.140912294
1148,1.202433825
1149,1.186748266
1150,1.207278967
1152,1.18435967
1153,1.215842247
1155,1.147821546
1156,1.145261049
1157,1.126487613
1158,1.06712985
1159,1.383837342
1161,1.230959177
1163,1.12245667
1164,1.153171301
1166,1.126864552
1167,1.232538104
1168,1.211353064
1169,1.245458007
1170,1.125532389
1171,1.478350639
1172,1.112859845
1173,1.264388561
1174,1.200083613
1175,1.167343259
1176,1.102276444
1177,1.24656868
1178,1.191881418
1180,1.180803895
1181,1.193347454
1182,1.19336319
1185,1.350936294
1186,1.086345673
1188,1.164420962
1189,1.125179648
1191,1.26290226
1192,1.200114846
1193,1.129191637
1194,1.264400244
1196,1.20447886
1198,1.211907506
1199,1.145484686
1200,1.082868099
1201,1.084754825
1202,1.085409284
1204,1.120238543
1205,1.162541151
1206,1.184119463
1207,1.161817431
1208,1.199489117
1209,1.118382096
1210,1.144522905
1212,1.182322502
1213,1.276371956
1215,1.19984746
1217,1.117418528
1218,1.188844442
1219,1.183451653
1220,1.235275507
1221,1.164670229
1222,1.08450222
1223,1.136184812
1224,1.164212584
1225,1.085036516
1227,1.117027283
1228,1.184572101
1229,1.082522631
1230,1.138810277
1231,1.120363116
1232,1.129474521
1233,1.120751739
1235,1.156264544
1236,1.18266964
1237,1.096738219
1238,1.217604756
1239,1.076960206
1242,1.158939958
1243,1.114759207
1244,1.206060767
1245,1.187757134
1247,1.162091494
1248,1.043368459
1249,1.126103878
1250,1.061507344
1251,1.209558845
1252,1.139355183
1253,1.119107008
1254,1.16230166
1256,1.14620018
1257,1.201460361
1258,1.206285715
1259,1.085400105
1260,1.147977114
1261,1.104487181
1262,1.218163848
1263,1.153775811
1264,1.190232515
1265,1.110317469
1266,1.211556196
1267,1.123568892
1269,1.16252923
1271,1.219188929
1272,1.10045445
1273,1.121556759
1274,1.090084553
1275,1.213637471
1276,1.191127062
1277,1.111614108
1278,1.118908286
1280,1.317922592
1281,1.145758867
1282,1.160629749
1283,1.115228534
1284,1.13349247
1285,1.189305544
1286,1.202266097
1287,1.278991342
1288,1.105049372
1289,1.142468929
1290,1.142411232
1291,1.199670792
1292,1.105135679
1293,1.161367536
1294,1.204187989
1296,1.103427172
1297,1.060004354
1300,1.140036702
1301,1.228773475
1302,1.1667068
1303,1.225182533
1304,1.144330382
1305,1.119345546
1306,1.213544846
1307,1.171018958
1308,1.234796166
1310,1.185240984
1311,1.164309502
1312,1.171046734
1314,1.183677316
1315,1.163114548
1316,1.198657513
1318,1.084590197
1319,1.11933279
1320,1.218622684
1321,1.126098037
1323,1.103195548
1324,1.158514619
1325,1.167386293
1326,1.163610101
1329,1.161740303
1330,1.184878349
1331,1.122065783
1332,1.102389574
1333,1.107215285
1335,1.164776087
1336,1.12094152
1337,1.136445045
1338,1.182924271
1339,1.117779613
1340,1.227671146
1341,1.149020433
1342,1.129637599
1343,1.205263376
1345,1.221150041
1347,1.121536374
1348,1.150830626
1350,1.234377265
1351,1.090945244
1352,1.226256967
1354,1.106472135
1355,1.102830172
1356,1.126063585
1357,1.092021108
1358,1.134278178
1359,1.146367431
1360,1.086201787
1361,1.147161007
1362,1.206918478
1363,1.056339025
1364,1.166084647
1365,1.144824266
1366,1.142678499
1368,1.224993229
1369,1.147378206
1370,1.182610273
1372,1.249688625
1373,1.174663544
1374,1.089680552
1375,1.046888828
1377,1.161856174
1378,1.169225693
1379,1.183316946
1382,1.100723505
1383,1.177167416
1385,1.165764093
1387,1.164333344
1388,1.160790801
1389,1.206234932
1390,1.166767359
1391,1.132593036
1392,1.145275354
1393,1.123352289
1394,1.114125848
1395,1.147380829
1396,1.070737839
1397,1.16996181
1399,1.11334908
1401,1.17636764
1402,1.105715871
1405,1.140642643
1406,1.194351792
1407,1.235071898
1408,1.167573929
1409,1.165252328
1410,1.139777899
1411,1.062670708
1412,1.102242589
1413,1.162535667
1415,1.167319536
1416,1.159198642
1417,1.103388309
1419,1.198176622
1422,1.170702696
1423,1.120980144
1424,1.246220946
1425,1.122040033
1426,1.117090821
1427,1.16111207
1428,1.210126638
1431,1.102014661
1432,1.173702478
1433,1.136575699
1435,1.184348106
1437,1.295246959
1438,1.142879963
1439,1.085416913
1441,1.195997834
1442,1.098713636
1443,1.156231403
1444,1.195460081
1445,1.229624152
1446,1.165940881
1447,1.183622837
1448,1.082265377
1449,1.173173547
1450,1.166213512
1451,1.219556689
1452,1.146696448
1453,1.142520428
1454,1.119126201
1455,1.120085239
1456,1.160871267
1459,1.062552094
1460,1.207898259
1461,1.208643675
1462,1.104481101
1463,1.18417573
1464,1.203679085
1465,1.156515598
1466,1.099211335
1467,1.119801283
1468,1.143283486
1469,1.079365253
1470,1.104819298
1472,1.159880877
1473,1.181812525
1474,1.167738438
1475,1.105063677
1476,1.222263813
1477,1.138021588
1478,1.165597916
1479,1.105262756
1480,1.064147115
1481,1.167981863
1482,1.145699739
1486,1.143503666
1487,1.244675875
1488,1.122807741
1489,1.185759425
1490,1.105762482
1491,1.098337173
1492,1.098423004
1493,1.101891875
1494,1.222724915
1495,1.243355513
1496,1.09929657
1497,1.143035412
1498,1.080851912
1499,1.209694147
1501,1.156826019
1502,1.102176905
1503,1.166391492
1504,1.146508455
1505,1.119078755
1506,1.180253744
1507,1.22206378
1508,1.098458648
1509,1.215768099
1510,1.206859827
1513,1.156462193
1514,1.137773871
1516,1.157956004
1517,1.139335513
1518,1.136248827
1519,1.203237295
1520,1.259810686
1521,1.104195356
1523,1.268959403
1524,1.135679483
1525,1.201410055
1526,1.061912775
1527,1.17339313
1528,1.184535265
1529,1.118636847
1531,1.122268558
1532,1.118806124
1533,1.04276216
1534,1.146700382
1535,1.164288282
1537,1.137768626
1539,1.081880569
1540,1.079327583
1541,1.103024602
1543,1.118462086
1544,1.176049709
1545,1.120652676
1546,1.163104057
1547,1.138012171
1548,1.103054285
1549,1.135266662
1550,1.186101794
1551,1.201760769
1554,1.141148806
1555,1.141582012
1556,1.240002632
1557,1.259115458
1558,1.20249176
1560,1.044308186
1561,1.203067899
1562,1.174226642
1563,1.156918287
1564,1.133026361
1566,1.17535913
1567,1.218298674
1568,1.198311329
1569,1.181524158
1570,1.101818919
1571,1.100414634
1573,1.144227266
1574,1.098224282
1575,1.139731288
1576,1.158481002
1577,1.219622731
1578,1.182129383
1580,1.241124392
1581,1.040004969
1582,1.103701234
1583,1.156962633
1584,1.115956783
1586,1.143606424
1587,1.192518234
1588,1.111917496
1589,1.127797842
1590,1.145216823
1591,1.105826139
1593,1.160861015
1594,1.083808064
1595,1.157752275
1596,1.103562713
1597,1.080342531
1598,1.241963267
1599,1.102008581
1600,1.093007684
1601,1.140930653
1602,1.15647006
1603,1.140547752
1604,1.116832137
1606,1.141088486
1607,1.059593678
1610,1.083403945
1611,1.138341308
1612,1.082459211
1613,1.096960902
1614,1.183021665
1615,1.152684093
1616,1.139356375
1617,1.076478004
1618,1.155550241
1620,1.214597464
1622,1.14411521
1623,1.123923659
1624,1.164924622
1626,1.139629245
1627,1.160192966
1628,1.199587584
1629,1.080511093
1630,1.199311137
1631,1.075280905
1632,1.138268352
1633,1.14343071
1635,1.181129217
1636,1.066830635
1640,1.142912745
1641,1.276952982
1642,1.09856081
1643,1.057464123
1645,1.121281743
1648,1.126869202
1649,1.144018769
1650,1.174842596
1651,1.228291631
1652,1.111078978
1653,1.24100709
1654,1.102653265
1655,1.139840603
1656,1.155273438
1658,1.166743755
1659,1.13022995
1660,1.30012393
1661,1.104797125
1662,1.158540964
1664,1.094338059
1665,1.141895413
1666,1.077339053
1667,1.100547433
1668,1.219936609
1669,1.118010759
1670,1.137056231
1671,1.156330585
1672,1.263631701
1674,1.215365171
1676,1.042404294
1677,1.119584441
1678,1.160595536
1679,1.186084986
1680,1.218118906
1681,1.115050316
1682,1.160328627
1683,1.215626955
1684,1.201572657
1686,1.175646305
1687,1.143881083
1688,1.219094276
1689,1.162311792
1690,1.212876916
1692,1.119760036
1693,1.142436624
1695,1.164816022
1696,1.180715442
1698,1.117377281
1699,1.174538136
1703,1.080562592
1704,1.102030277
1705,1.160284042
1706,1.095503688
1707,1.197810411
1708,1.080822229
1709,1.101219416
1710,1.09619081
1711,1.233436704
1712,1.136623859
1713,1.121292114
1714,1.162524939
1715,1.201152682
1716,1.179628968
1717,1.194914103
1718,1.194209814
1719,1.081729174
1720,1.083260059
1721,1.136794806
1722,1.120753527
1723,1.174009681
1724,1.216175437
1725,1.118870497
1726,1.246657729
1728,1.203728437
1729,1.158673525
1730,1.145634532
1731,1.119008303
1733,1.197249651
1734,1.333572149
1735,1.097378254
1736,1.136527061
1737,1.133305311
1738,1.160097361
1739,1.141365051
1740,1.161854625
1741,1.155409455
1742,1.102542639
1744,1.193879247
1745,1.164298177
1746,1.05932045
1749,1.153034806
1751,1.139997959
1755,1.133482337
1756,1.122217059
1758,1.170541286
1759,1.194943547
1760,1.163994193
1762,1.119642973
1763,1.041949034
1764,1.138733625
1765,1.22227478
1767,1.174673796
1768,1.150169134
1770,1.134333491
1771,1.181540132
1772,1.079497695
1773,1.159598708
1774,1.151451349
1775,1.235450864
1776,1.138813019
1777,1.080832481
1779,1.09957695
1780,1.236694336
1782,1.096390247
1783,1.208767414
1784,1.116451979
1785,1.113624573
1786,1.156662464
1788,1.063781857
1790,1.083464146
1791,1.081549168
1792,1.119867563
1793,1.174830317
1794,1.14061594
1796,1.128856182
1797,1.131880283
1798,1.12018013
1799,1.166305542
1800,1.158661485
1801,1.114917874
1802,1.139278173
1803,1.189603567
1804,1.13765502
1805,1.197602272
1806,1.156292677
1807,1.126675487
1809,1.187010765
1810,1.154021025
1811,1.151486397
1812,1.245605707
1813,1.050597668
1814,1.088429451
1815,1.159409881
1816,1.165262938
1817,1.177370071
1818,1.131527305
1819,1.158201694
1820,1.148228884
1821,1.084614038
1822,1.141026974
1823,1.17867732
1824,1.23814249
1825,1.136122942
1826,1.14140141
1827,1.095523596
1828,1.115865707
1829,1.136591315
1830,1.216265678
1831,1.144020796
1832,1.186115861
1833,1.153832078
1834,1.150605917
1837,1.098238468
1838,1.202151299
1839,1.157478809
1841,1.183884263
1842,1.242523551
1843,1.193216681
1844,1.078207254
1846,1.238216519
1847,1.126616478
1848,1.15456903
1849,1.115250111
1850,1.12960577
1851,1.188701153
1854,1.196496248
1856,1.112444043
1857,1.142045617
1858,1.101832151
1859,1.191331148
1860,1.035013795
1861,1.096175194
1863,1.163263679
1864,1.102273941
1865,1.161272883
1866,1.05965519
1867,1.037794352
1868,1.11699152
1869,1.194664001
1870,1.212376237
1871,1.212174177
1872,1.152143598
1873,1.145165205
1874,1.049554467
1876,1.254719496
1877,1.177725554
1878,1.15056026
1880,1.063526392
1881,1.220708847
1882,1.056792736
1883,1.151833177
1884,1.117923021
1885,1.141698003
1886,1.13853693
1887,1.137613177
1888,1.157166243
1890,1.169994593
1891,1.140719533
1892,1.218118668
1893,1.255218625
1895,1.138767958
1896,1.168908834
1897,1.136450052
1898,1.076173067
1900,1.081622481
1901,1.11664927
1902,1.195254564
1903,1.142580628
1905,1.135801077
1906,1.137175322
1907,1.096660137
1908,1.08182168
1909,1.10067749
1910,1.127321839
1911,1.099421382
1912,1.178164244
1913,1.197141528
1914,1.059507012
1915,1.076553106
1918,1.079361439
1919,1.193595171
1920,1.195299983
1921,1.147263885
1922,1.098193169
1923,1.0937922
1924,1.130116224
1925,1.290103793
1927,1.062156916
1928,1.13815558
1929,1.119695067
1930,1.039813042
1931,1.235086918
1932,1.116948605
1933,1.153706074
1934,1.119451761
1935,1.208983302
1936,1.123691797
1937,1.121741056
1938,1.192507267
1939,1.159357429
1940,1.266454458
1941,1.158193827
1942,1.123113871
1944,1.140045643
1945,1.133291721
1946,1.195930004
1947,1.181955814
1948,1.23028779
1949,1.150452256
1950,1.172152758
1951,1.156689286
1952,1.182249069
1953,1.157511234
1954,1.216627121
1955,1.178319931
1956,1.117504954
1957,1.134589434
1958,1.082775235
1960,1.176165342
1961,1.183306217
1962,1.173403502
1963,1.16442883
1964,1.162318587
1965,1.172272205
1966,1.180759907
1967,1.13478148
1968,1.240855217
