Step,class_contrastive_both_mod_single_label_imgs - train_pair_loss
3986,1.182020307
3987,1.266536236
3988,1.115877151
3989,1.093335986
3990,1.139878988
3992,1.156441927
3993,1.148560762
3994,1.110004783
3996,1.13587296
3998,1.196974277
3999,1.115462184
4001,1.129977345
4002,1.114159822
4003,1.168923616
4005,1.165162325
4006,1.168273211
4008,1.249199867
4009,1.196007848
4010,1.210937977
4011,1.098553181
4012,1.064004779
4013,1.173362732
4014,1.151670933
4015,1.192057848
4016,1.151838779
4017,1.107569218
4018,1.133860946
4019,1.121829629
4020,1.15238905
4021,1.171180725
4023,1.139459372
4024,1.085761547
4025,1.222087622
4026,1.138650656
4027,1.079385161
4028,1.082612276
4029,1.193701506
4030,1.134211063
4032,1.113817453
4033,1.120184183
4034,1.138569236
4035,1.06028986
4036,1.222171187
4037,1.132685542
4038,1.200528145
4039,1.1308887
4042,1.170425415
4043,1.096667767
4044,1.144132257
4045,1.203769922
4046,1.182387114
4047,1.157179594
4048,1.153578281
4051,1.115070224
4053,1.082372546
4054,1.082725048
4055,1.128256202
4056,1.122489095
4057,1.131240845
4058,1.13907814
4060,1.156848192
4061,1.157356977
4062,1.107037187
4063,1.136548281
4066,1.11642015
4067,1.07552886
4068,1.111266375
4069,1.098537683
4070,1.121211052
4071,1.101429939
4072,1.098454595
4073,1.086566687
4074,1.114708662
4075,1.142184973
4077,1.119747877
4078,1.080205202
4079,1.126430035
4080,1.12015295
4081,1.094046235
4082,1.036400318
4083,1.136083007
4084,1.151118755
4085,1.083755493
4086,1.195650578
4087,1.192180514
4088,1.15527451
4089,1.170835257
4090,1.200933576
4091,1.037745595
4092,1.11833024
4093,1.098579526
4094,1.252039194
4095,1.168884158
4096,1.135390759
4097,1.225358844
4098,1.211662531
4099,1.140646219
4100,1.127771616
4101,1.102569103
4102,1.201477766
4104,1.045760632
4105,1.162793636
4106,1.134007335
4107,1.172201872
4108,1.059933186
4109,1.128960609
4110,1.131162763
4111,1.135457993
4113,1.192815661
4114,1.130077124
4115,1.160939574
4116,1.131867051
4117,1.111978531
4118,1.092041016
4119,1.120510101
4120,1.117925525
4121,1.113329649
4123,1.083953619
4124,1.138750553
4125,1.156157613
4126,1.131844759
4127,1.153747559
4128,1.158489943
4131,1.046377182
4132,1.174213648
4133,1.128573418
4135,1.112808108
4136,1.167668223
4137,1.100810409
4138,1.118992329
4139,1.150364161
4141,1.099806547
4142,1.151489854
4143,1.132674932
4144,1.176426649
4145,1.1578722
4147,1.231364369
4148,1.127326488
4149,1.177071214
4150,1.172270298
4151,1.139447093
4153,1.108463049
4154,1.060289621
4155,1.078152776
4156,1.045360923
4158,1.150553465
4159,1.121486902
4161,1.177206635
4162,1.143892169
4163,1.177560806
4164,1.120153427
4166,1.257876873
4167,1.113435507
4168,1.148039699
4169,1.123153806
4170,1.177422523
4171,1.151583433
4172,1.131865978
4174,1.201499104
4175,1.104574203
4176,1.144241214
4177,1.118762255
4178,1.083995581
4179,1.138603568
4180,1.206982374
4181,1.12701261
4183,1.11438024
4185,1.155955195
4186,1.079458237
4188,1.154116154
4189,1.0768013
4190,1.082356334
4191,1.095092416
4192,1.202745676
4193,1.131120682
4194,1.184868693
4195,1.138378382
4196,1.157019615
4197,1.129809499
4198,1.107522368
4199,1.174829483
4200,1.131550431
4201,1.183248281
4202,1.123659849
4203,1.139896631
4204,1.0668571
4205,1.133722782
4206,1.080629945
4207,1.059288859
4208,1.144691229
4209,1.089587688
4210,1.161615729
4212,1.099008679
4215,1.190222621
4216,1.157066584
4217,1.122332335
4218,1.12170887
4219,1.094418526
4220,1.089706779
4221,1.161312699
4222,1.089189768
4223,1.105279207
4224,1.169440627
4225,1.19972527
4226,1.092486858
4227,1.124110937
4228,1.141506314
4230,1.199688435
4231,1.117755294
4232,1.127234578
4233,1.146720409
4235,1.129814029
4236,1.14908421
4239,1.056718707
4240,1.174544454
4241,1.059425831
4242,1.108722448
4243,1.134135723
4244,1.175964355
4245,1.157690167
4246,1.061005473
4247,1.161690235
4248,1.094820261
4250,1.09608686
4252,1.083815336
4253,1.100976944
4254,1.146194935
4255,1.125583172
4256,1.126370192
4258,1.072505116
4259,1.128673196
4260,1.13477242
4261,1.098416805
4262,1.088861823
4263,1.122537613
4264,1.185566902
4266,1.121655941
4267,1.209588051
4268,1.117016792
4269,1.117164731
4270,1.176654816
4271,1.189200878
4272,1.163343191
4274,1.163152218
4275,1.180719376
4276,1.097796798
4278,1.1199193
4280,1.11318934
4281,1.180257559
4282,1.14388442
4283,1.120451927
4284,1.150214553
4285,1.109869599
4286,1.116923928
4288,1.150506735
4289,1.145359874
4291,1.219207764
4293,1.085650444
4295,1.109110117
4296,1.227739573
4297,1.17898035
4298,1.101945043
4299,1.126214266
4300,1.098319173
4301,1.140687704
4303,1.106745005
4304,1.175212026
4305,1.165341973
4306,1.05317533
4307,1.117623568
4308,1.163779497
4309,1.23864007
4310,1.108535171
4311,1.130096078
4312,1.087785006
4314,1.230698943
4315,1.135404587
4316,1.153154135
4317,1.100135922
4318,1.099823594
4320,1.138583422
4321,1.078125715
4324,1.11626339
4325,1.172580242
4326,1.143720865
4327,1.102473974
4328,1.08296001
4329,1.132693768
4332,1.177357435
4333,1.12225318
4334,1.148510933
4335,1.073667049
4336,1.099215746
4337,1.110468626
4339,1.076207519
4340,1.089390874
4341,1.197834015
4342,1.158059239
4343,1.101204872
4344,1.119127989
4345,1.077643991
4347,1.176142693
4349,1.157869339
4350,1.112117648
4351,1.193086743
4352,1.10514307
4353,1.124959946
4354,1.136370063
4356,1.174583912
4357,1.178272724
4358,1.105637431
4359,1.099341273
4360,1.082134843
4362,1.106905103
4363,1.119942904
4364,1.077361822
4365,1.169350386
4366,1.072296143
4367,1.090979576
4368,1.15980947
4369,1.126623988
4370,1.211954474
4372,1.139274955
4374,1.13743341
4375,1.13315475
4376,1.101326704
4377,1.114977121
4378,1.104471445
4380,1.182587862
4382,1.1941607
4383,1.128331304
4384,1.175696015
4385,1.145478249
4386,1.199818134
4387,1.161013365
4388,1.229410052
4389,1.139083147
4390,1.098332882
4391,1.094062567
4392,1.122168183
4393,1.058102608
4394,1.157471657
4395,1.157577395
4398,1.065487981
4399,1.107380509
4401,1.205830812
4402,1.091005921
4403,1.095974207
4404,1.138352275
4405,1.190623879
4406,1.077879548
4407,1.167330265
4408,1.066789985
4409,1.060702682
4410,1.095807314
4411,1.134290934
4412,1.030818105
4413,1.177261233
4414,1.114280462
4416,1.166580081
4417,1.162246227
4418,1.17172718
4419,1.05698204
4420,1.109811068
4421,1.240776539
4422,1.174759865
4423,1.137698412
4424,1.098177552
4425,1.145568132
4426,1.102279305
4429,1.109549761
4431,1.091884732
4432,1.115158319
4433,1.097571373
4434,1.064491153
4435,1.097340703
4436,1.155863523
4437,1.192477465
4438,1.112943411
4439,1.236843824
4440,1.101718068
4442,1.078356981
4443,1.10192275
4444,1.118666768
4445,1.132775545
4446,1.160990953
4447,1.145052671
4448,1.058378935
4449,1.10998702
4450,1.152950883
4451,1.15961647
4452,1.097908616
4455,1.135849714
4457,1.160325527
4458,1.085165024
4459,1.098766327
4460,1.176736236
4461,1.103973031
4464,1.196170092
4465,1.159579396
4466,1.063149929
4469,1.158974051
4470,1.191200852
4472,1.103632808
4473,1.19310832
4474,1.099344492
4475,1.0795964
4476,1.089397907
4477,1.249146581
4478,1.131059766
4479,1.114864826
4480,1.123776436
4482,1.128246069
4483,1.136125445
4484,1.197004676
4485,1.108341217
4486,1.160024643
4487,1.118367434
4488,1.201645136
4490,1.076886654
4491,1.111446023
4492,1.161031842
4493,1.202058554
4494,1.116789341
4496,1.329578161
4497,1.179730058
4498,1.188616037
4499,1.136009216
4501,1.183526874
4502,1.105325222
4503,1.165851235
4504,1.110659838
4505,1.133599877
4506,1.140943766
4507,1.156462908
4509,1.126336098
4510,1.114938021
4511,1.160342574
4512,1.059227228
4513,1.120028257
4516,1.099583387
4517,1.127048254
4518,1.154517055
4519,1.072658062
4520,1.167451143
4521,1.226627707
4523,1.138146996
4524,1.123470902
4527,1.207856417
4528,1.037117481
4529,1.193310022
4530,1.170238495
4531,1.095897079
4532,1.13847518
4533,1.136723042
4536,1.095324397
4537,1.09607935
4538,1.072923303
4539,1.156996965
4540,1.211362362
4541,1.174495697
4542,1.131342411
4543,1.214318275
4544,1.05968833
4545,1.189783573
4546,1.134995937
4547,1.115296483
4548,1.213368177
4549,1.13215661
4550,1.206961393
4552,1.088903785
4554,1.039617777
4555,1.167215586
4556,1.13570106
4557,1.073923111
4558,1.09022522
4559,1.152478337
4560,1.175506115
4561,1.214975715
4563,1.165773392
4564,1.184601903
4565,1.1779356
4566,1.143913746
4567,1.098796129
4568,1.185749292
4569,1.141517878
4571,1.15413022
4572,1.187444329
4573,1.057121038
4574,1.066522837
4575,1.213807225
4577,1.140866756
4578,1.15705049
4579,1.117320061
4580,1.109050035
4581,1.162629128
4582,1.071426749
4583,1.160959244
4584,1.149460793
4585,1.141222239
4586,1.130978942
4587,1.117588997
4588,1.105772734
4590,1.10284543
4591,1.097378016
4593,1.132547617
4594,1.117210627
4595,1.114036441
4596,1.170464754
4598,1.176407814
4599,1.102937937
4600,1.172736406
4601,1.116410971
4602,1.198365331
4603,1.264666677
4604,1.206670523
4605,1.190942764
4606,1.087606549
4607,1.224679232
4608,1.143973351
4609,1.171632051
4610,1.14218998
4611,1.158990622
4613,1.166009307
4614,1.234678149
4615,1.145336986
4617,1.102148175
4618,1.20164752
4619,1.040534139
4620,1.096803427
4622,1.056368589
4623,1.079300284
4624,1.074831367
4625,1.118739128
4627,1.13897717
4628,1.137109041
4629,1.124591827
4630,1.183820009
4631,1.11349535
4632,1.153972983
4633,1.100135684
4634,1.185987234
4635,1.126584649
4636,1.149071217
4637,1.192774773
4638,1.143079758
4639,1.136775017
4640,1.14582479
4641,1.183313489
4642,1.141335368
4645,1.136790872
4646,1.171358347
4647,1.194875479
4648,1.186259508
4649,1.111330867
4650,1.126464128
4652,1.020492315
4654,1.167252302
4655,1.098846316
4656,1.121747613
4657,1.119912148
4658,1.168738484
4659,1.162253499
4660,1.225569248
4661,1.165913224
4663,1.18276608
4664,1.109439254
4665,1.114018679
4666,1.114013433
4667,1.096614718
4668,1.237277031
4669,1.165239573
4671,1.161170006
4672,1.075068712
4674,1.201620698
4675,1.126814008
4677,1.073665977
4678,1.096833706
4679,1.143839598
4680,1.123550415
4681,1.198523402
4682,1.179115534
4684,1.114476442
4685,1.094556928
4686,1.100491762
4687,1.104029894
4688,1.15181458
4689,1.086506248
4690,1.097045898
4691,1.165359497
4692,1.175699949
4693,1.049648166
4694,1.040215969
4695,1.116053939
4698,1.123673201
4700,1.151529312
4702,1.131582737
4704,1.110401392
4706,1.134297013
4707,1.106686473
4708,1.208846331
4709,1.113219023
4710,1.076086998
4711,1.068161964
4712,1.167760372
4713,1.146471024
4714,1.20191884
4715,1.178542137
4716,1.100666165
4717,1.214178801
4718,1.083765268
4719,1.156023145
4720,1.050316811
4721,1.100273609
4722,1.082569599
4723,1.130927563
4725,1.186253548
4726,1.195449591
4727,1.112387538
4728,1.155432582
4730,1.115332961
4732,1.114105701
4733,1.124600172
4735,1.260379195
4736,1.164878011
4737,1.202145457
4738,1.134887218
4739,1.205845833
4740,1.160276294
4741,1.171361804
4742,1.161224842
4743,1.182371855
4745,1.049255133
4746,1.028059244
4747,1.119860291
4748,1.107765913
4749,1.142570376
4752,1.085411191
4753,1.08882308
4755,1.133004546
4756,1.165882587
4757,1.138571024
4758,1.118530631
4761,1.238955498
4762,1.054650903
4765,1.081272602
4766,1.168082118
4767,1.120892644
4768,1.169124365
4769,1.141518831
4770,1.18048358
4771,1.143757105
4772,1.181218386
4773,1.205522299
4774,1.177826762
4776,1.076894164
4777,1.08899343
4781,1.162788868
4782,1.059839249
4783,1.134390116
4784,1.056746125
4786,1.084267735
4787,1.146222472
4788,1.199592471
4789,1.091641665
4790,1.103368521
4791,1.147268534
4792,1.074162126
4793,1.031332612
4794,1.178932428
4795,1.121978045
4796,1.199830055
4797,1.098238111
4798,1.095541239
4800,1.138999343
4801,1.122390866
4802,1.13953805
4803,1.170858145
4804,1.142710447
4807,1.084245801
4808,1.169962287
4809,1.115425825
4810,1.049485922
4811,1.174398899
4812,1.054511666
4814,1.175267696
4815,1.163493514
4816,1.120643616
4817,1.119377971
4818,1.08190167
4819,1.102929831
4824,1.230398417
4825,1.076056242
4826,1.119266272
4828,1.107498765
4829,1.248656392
4830,1.176680803
4831,1.131102324
4833,1.134593606
4834,1.119111061
4835,1.062125206
4836,1.113702774
4837,1.04379034
4838,1.150008678
4839,1.084592223
4840,1.080916524
4841,1.119738579
4842,1.111922383
4843,1.087285757
4844,1.084937453
4846,1.203756928
4847,1.147945166
4849,1.125139952
4851,1.097450376
4852,1.115282774
4853,1.123956203
4854,1.06773138
4855,1.148422837
4856,1.101142883
4857,1.16427505
4858,1.131625175
4860,1.186279058
4861,1.058059931
4864,1.218264461
4865,1.195708752
4867,1.161436915
4868,1.120711923
4869,1.155826926
4870,1.225052357
4871,1.1305902
4872,1.056216955
4873,1.077592373
4874,1.10249424
4875,1.040775776
4876,1.101503015
4877,1.092214108
4878,1.129795432
4880,1.102099895
4881,1.113842368
4882,1.044270992
4883,1.104445219
4884,1.145959854
4885,1.13923955
4888,1.159364581
4889,1.156033397
4890,1.119768023
4891,1.134751797
4892,1.180841208
4893,1.115737677
4894,1.096629381
4895,1.127711773
4896,1.18287468
4897,1.126886964
4898,1.162635326
4899,1.116360068
4901,1.15722084
4902,1.157236099
4903,1.138690591
4904,1.183975458
4905,1.230986953
4906,1.155034304
4907,1.144521952
4908,1.087912917
4909,1.1781317
4910,1.113765001
4911,1.091696024
4912,1.086632609
4914,1.17577529
4915,1.124210596
4916,1.083856821
4917,1.163505673
4919,1.154990435
4921,1.158909798
4922,1.142909169
4923,1.121116042
4925,1.111397624
4926,1.13814044
4927,1.10145092
4928,1.096513748
4929,1.210236788
4930,1.083728671
4931,1.101305127
4932,1.167137742
4934,1.317239523
4936,1.12990284
4937,1.122727633
4938,1.0810256
4939,1.113482833
4941,1.106143594
4943,1.155040026
4944,1.067238927
4945,1.203754067
4946,1.104105234
4947,1.200294495
4948,1.118943572
4949,1.146644354
4950,1.060740709
4951,1.077993155
4952,1.187857032
4953,1.166440725
4954,1.08030653
4955,1.161196589
4956,1.145321965
4957,1.162460089
4958,1.091226578
4959,1.128973246
4960,1.114722013
4961,1.067845345
4962,1.144902706
4965,1.164443254
4966,1.153615832
4968,1.192663789
4970,1.156888366
4971,1.078974962
4972,1.095493197
4973,1.140225887
4975,1.102306128
4976,1.18113184
4978,1.130439758
4979,1.185828924
4980,1.102815866
4981,1.182307482
4982,1.159915447
4983,1.173718452
4984,1.142903566
4985,1.02363193
4986,1.140453458
4987,1.118945837
4988,1.135199428
4990,1.075749159
4991,1.137384415
4992,1.224173784
4993,1.208014131
4995,1.120049477
4996,1.159980655
4997,1.138418436
4998,1.135082364
4999,1.170650005
5000,1.236661315
5001,1.106186748
5002,1.188597083
5003,1.108042717
5005,1.150995374
5006,1.137947798
5007,1.114713907
5008,1.059762716
5010,1.129267812
5011,1.173677921
5012,1.131369114
5014,1.135473251
5015,1.197610617
5016,1.194608092
5017,1.152472258
5018,1.148547411
5019,1.138476372
5020,1.262862563
5022,1.06001997
5023,1.158746481
5024,1.14005065
5025,1.158860207
5026,1.095367908
5027,1.091200709
5029,1.106309891
5030,1.080851674
5031,1.113380671
5032,1.092449427
5033,1.235536575
5034,1.203662395
5035,1.058518529
5036,1.152749181
5037,1.087890863
5038,1.162330508
5039,1.169052362
5042,1.108896017
5044,1.1323452
5045,1.135209084
5046,1.131892443
5047,1.152244449
5049,1.198456287
5050,1.134010673
5051,1.168207645
5052,1.118374825
5054,1.101720333
5055,1.136214733
5056,1.135112882
5057,1.130060673
5058,1.151836753
5059,1.114832163
5060,1.230785131
5061,1.075940847
5062,1.098282814
5063,1.097886205
5064,1.035335541
5065,1.109959364
5066,1.164701462
5067,1.186681986
5068,1.129604816
5069,1.068149447
5070,1.077015877
5071,1.237021923
5072,1.057349801
5073,1.056721568
5074,1.169897795
5076,1.082559347
5077,1.15414536
5078,1.115341783
5082,1.116041422
5083,1.150505185
5084,1.122868538
5086,1.158481836
5087,1.117978215
5088,1.179489493
5089,1.158311725
5090,1.060096741
5092,1.14896822
5093,1.19080174
5094,1.138730764
5095,1.136627078
5098,1.123058558
5099,1.201334
5100,1.141003132
5101,1.078175187
5103,1.161558986
5104,1.137395263
5105,1.128523231
5106,1.154986382
5107,1.109472156
5108,1.142072916
5109,1.095600963
5110,1.293577433
5111,1.095847845
5112,1.081519961
5113,1.113755703
5114,1.185537577
5115,1.112202287
5116,1.082571149
5117,1.196411371
5118,1.118402243
5119,1.166806102
5120,1.09499836
5121,1.09544754
5122,1.157905936
5124,1.140133739
5125,1.162829995
5126,1.062487006
5127,1.169338107
5128,1.228342652
5130,1.137976527
5131,1.120785832
5132,1.165721893
5134,1.214239597
5135,1.19604373
5136,1.121375799
5137,1.0801332
5138,1.196821928
5139,1.124340177
5140,1.118436217
5141,1.094474316
5142,1.07930541
5143,1.063539386
5144,1.060679197
5145,1.059225082
5147,1.062964201
5148,1.130959988
5149,1.081207752
5150,1.131661654
5152,1.245399714
5153,1.093019843
5154,1.17248559
5155,1.115768433
5157,1.230484128
5158,1.173629522
5159,1.167989016
5160,1.160834074
5161,1.07897532
5162,1.115655422
5163,1.058413386
5164,1.093680024
5165,1.098760366
5166,1.165055037
5167,1.156244874
5169,1.12592423
5170,1.18623507
5171,1.117489457
5173,1.090440154
5174,1.136744857
5175,1.13989079
5176,1.141573429
5177,1.076923847
5178,1.082057953
5180,1.09000802
5181,1.105641723
5182,1.036620855
5184,1.155836105
5185,1.152612925
5187,1.232081532
5188,1.118975163
5189,1.200611591
5191,1.161553979
5192,1.185367823
5194,1.140308142
5195,1.196789622
5196,1.162906885
5198,1.212707281
5199,1.118931293
5200,1.036490202
5201,1.042717457
5202,1.155972481
5203,1.040947914
5204,1.059337616
5205,1.18837738
5206,1.122009039
5209,1.16181767
5211,1.134714842
5212,1.151458621
5213,1.102171421
5214,1.10074234
5215,1.327609181
5216,1.156203866
5217,1.094167471
5218,1.115307689
5219,1.151918411
5220,1.109051347
5221,1.051769018
5222,1.096498728
5224,1.080935836
5225,1.182216883
5226,1.09453249
5227,1.153845906
5228,1.170094728
5229,1.195880771
5230,1.171641707
5231,1.13449049
5232,1.169390917
5233,1.116259694
5234,1.155437589
5235,1.083119988
5238,1.194075346
5239,1.113400578
5241,1.091016293
5242,1.119562268
5243,1.138740301
5244,1.139244318
5245,1.11359334
5246,1.078893185
5247,1.042975903
5248,1.084277391
5249,1.140434265
5250,1.151206374
5251,1.099969983
5252,1.087100267
5253,1.062927961
5254,1.203761339
5255,1.094980597
5256,1.13741231
5257,1.191956043
5258,1.186095715
5259,1.147485971
5260,1.099262834
5261,1.115502954
5262,1.149966478
5263,1.154441953
5265,1.151973009
5266,1.093916178
5267,1.159950018
5268,1.189509392
5269,1.110861897
5270,1.176334739
5271,1.16926825
5272,1.168405771
5273,1.094637632
5274,1.18094945
5275,1.194492102
5276,1.141701937
5277,1.165193796
5278,1.234412909
5279,1.09409368
5281,1.126936078
5283,1.181107044
5284,1.192205667
5285,1.170693755
5286,1.154759765
5287,1.171823025
5288,1.167591572
5290,1.145504355
5293,1.073037863
5295,1.138500929
5296,1.137800574
5297,1.104247093
5298,1.168461323
5299,1.155382872
5301,1.11701262
5302,1.033905625
5303,1.15142417
5304,1.133395076
5306,1.175586581
5307,1.138508081
5308,1.242428184
5309,1.194808006
5310,1.186200976
5311,1.208851814
5312,1.218771935
5313,1.085403919
5315,1.144819021
5317,1.155915976
5319,1.102508903
5320,1.189897537
5321,1.163112998
5322,1.207695007
5323,1.120533228
5324,1.096322298
5325,1.040483356
5328,1.113802433
5329,1.120330691
5330,1.124339461
5331,1.159931183
5332,1.141012907
5333,1.089117289
5334,1.132094026
5335,1.151463866
5336,1.201432705
5337,1.056179285
5338,1.089007378
5339,1.141150236
5340,1.112332821
5341,1.19120121
5342,1.132593393
5343,1.121744156
5344,1.077687025
5346,1.131512403
5347,1.232265353
5348,1.081848741
5349,1.194223523
5351,1.214362144
5352,1.085133553
5353,1.100729704
5354,1.099978566
5355,1.127613544
5356,1.165162683
5357,1.126538634
5358,1.089089513
5359,1.255767345
5360,1.180453658
5361,1.105247259
5362,1.151908517
5363,1.079892159
5364,1.193469763
5365,1.079438567
5366,1.093173623
5369,1.079473019
5370,1.114735365
5371,1.064461112
5373,1.098294973
5375,1.119232178
5376,1.156377554
5377,1.112756014
5378,1.116272688
5379,1.090437531
5380,1.09513998
5381,1.118532777
5382,1.120141387
5383,1.085275531
5384,1.096022367
5385,1.057898283
5386,1.193450689
5387,1.0389539
5388,1.073774934
5389,1.185805678
5390,1.093346357
5391,1.079774618
5392,1.098095298
5395,1.095250368
5396,1.117189288
5397,1.116115332
5398,1.078572512
5400,1.117350817
5401,1.198295593
5403,1.077295065
5404,1.10783577
5405,1.154809117
5406,1.112455368
5407,1.159497499
5408,1.164537072
5409,1.196123123
5410,1.127165198
5411,1.119107127
5412,1.171444058
5413,1.116511703
5414,1.102100372
5415,1.134435892
5416,1.061789632
5418,1.060913563
5419,1.154376626
5420,1.118988752
5421,1.120372057
5422,1.190875649
5423,1.12821424
5424,1.161510229
5425,1.043998718
5428,1.178422928
5429,1.194578648
5430,1.155928493
5431,1.130584836
5432,1.091195107
5433,1.136799693
5434,1.248548269
5436,1.112582564
5437,1.057007313
5438,1.082983732
5439,1.115868568
5440,1.099129438
5441,1.154880166
5442,1.13716507
5443,1.109635115
5444,1.060223341
5445,1.121535063
5446,1.069602489
5447,1.088344216
5449,1.136220574
5450,1.156508327
5451,1.150342822
5452,1.151171207
5454,1.099538922
5455,1.120129585
5456,1.143317461
5457,1.141449451
5458,1.143000007
5459,1.235925555
5461,1.054692507
5462,1.085278034
5465,1.12245965
5466,1.106816053
5468,1.232158303
5469,1.092105865
5470,1.167479515
5471,1.183143258
5472,1.139364362
5473,1.109259605
5474,1.134155035
5475,1.081357479
5476,1.092701674
5477,1.092914701
5478,1.155984759
5479,1.14637363
5481,1.101682186
5482,1.240145802
5483,1.142230272
5484,1.072698712
5486,1.196015954
5487,1.169201612
5489,1.162792563
5490,1.093007684
5491,1.140041351
5492,1.102086067
5493,1.136204243
5494,1.180722952
5495,1.184755325
5496,1.148641825
5497,1.215204
5498,1.085801005
5499,1.111568809
5500,1.242818117
5501,1.11977303
5502,1.110482931
5503,1.052116752
5504,1.099967718
5505,1.166406631
5508,1.129069686
5509,1.11643374
5510,1.101183772
5511,1.057827115
5512,1.109900117
5513,1.065475106
5514,1.06012857
5517,1.164676666
5519,1.173837781
5520,1.103675842
5521,1.174444914
5522,1.124074697
5523,1.148118496
5524,1.127638459
5526,1.120615482
5527,1.125400782
5528,1.075512171
5529,1.166221142
5532,1.05872345
5533,1.173656583
5536,1.118920565
5537,1.072829247
5539,1.153683782
5540,1.098430395
5542,1.188218713
5543,1.203816414
5544,1.178823471
5545,1.272093058
5546,1.113008738
5547,1.159143448
5548,1.081075907
5549,1.065615058
5551,1.061970592
5552,1.090278387
5553,1.177802205
5554,1.157837391
5555,1.11922884
5556,1.190008879
5557,1.103206158
5558,1.211793184
5559,1.094102621
5560,1.083018303
5562,1.13610208
5563,1.131039262
5564,1.184721947
5565,1.096942186
5566,1.118454814
5568,1.249180794
5569,1.121439457
5570,1.098501801
5571,1.160617471
5572,1.131893516
5573,1.200882673
5575,1.103437424
5576,1.0813483
5577,1.134158731
5578,1.057313085
5579,1.157961011
5580,1.193668485
5581,1.169329047
5582,1.086133718
5583,1.2554667
5584,1.061574936
5585,1.087611079
5587,1.061839938
5589,1.13161099
5590,1.16563201
5591,1.065966845
5592,1.176794171
5593,1.079642892
5594,1.078577042
5595,1.056373119
5596,1.109573603
5597,1.180882812
5598,1.170990944
5599,1.111831188
5600,1.132516026
5601,1.112402558
5602,1.132525563
5603,1.152162075
5604,1.071389914
5605,1.091938496
5606,1.140006304
5607,1.140415072
5608,1.160161495
5609,1.117646694
5610,1.101903677
5611,1.150164843
5612,1.100883484
5613,1.153386116
5614,1.081252575
5616,1.116276979
5617,1.113600373
5618,1.118659854
5619,1.099341631
5620,1.133009434
5621,1.141508102
5622,1.178458929
5623,1.150712013
5624,1.079101324
5625,1.122112632
5626,1.101332426
5628,1.151057482
5630,1.054959893
5631,1.140889764
5632,1.13969326
5633,1.036768675
5634,1.0994066
5635,1.186884999
5636,1.083863974
5637,1.023010731
5638,1.096434951
5640,1.201380253
5641,1.075464964
5643,1.123480916
5645,1.073806405
5646,1.130721688
5647,1.118254542
5648,1.096010089
5649,1.122862816
5650,1.186120868
5651,1.220793605
5652,1.147999167
5653,1.138550997
5654,1.093686819
5655,1.095533133
5656,1.11992836
5657,1.10022831
5658,1.054201007
5659,1.195465207
5660,1.095805407
5661,1.149116516
5662,1.153980017
5663,1.088943124
5664,1.079669476
5665,1.116542459
5666,1.139628649
5667,1.099393725
5668,1.126639247
5670,1.057212353
5671,1.120130062
5672,1.111279607
5673,1.076318502
5674,1.143150806
5675,1.173546314
5676,1.123052001
5677,1.141730428
5678,1.162153125
5679,1.129268169
5680,1.122793198
5682,1.098576069
5683,1.13421607
5684,1.133105993
5685,1.119968176
5686,1.06708014
5687,1.056911945
5688,1.151795864
5689,1.079409957
5690,1.059838772
5691,1.159971118
5692,1.119456053
5693,1.182076931
5694,1.204981565
5695,1.187600732
5697,1.096883655
5698,1.144626856
5700,1.082111597
5701,1.108383179
5702,1.152832866
5704,1.179062843
5705,1.277515769
5706,1.206423759
5707,1.180831194
5708,1.202139735
5709,1.181381702
5711,1.116700411
5712,1.195887566
5715,1.062532663
5716,1.100230575
5717,1.085234046
5718,1.080040216
5719,1.246927977
5720,1.173317432
5721,1.123161674
5722,1.171235561
5724,1.099251509
5725,1.107849121
5726,1.078660488
5728,1.109242558
5729,1.157100916
5730,1.064093351
5731,1.138788342
5732,1.141658545
5734,1.177991867
5736,1.077825546
5737,1.102962017
5738,1.084285975
5739,1.06086874
5741,1.19877255
5742,1.176657677
5743,1.073151231
5744,1.133229733
5746,1.195137382
5748,1.175787926
5749,1.10895884
5751,1.095509291
5752,1.099704504
5755,1.135252118
5756,1.148114443
5757,1.259573221
5758,1.144258022
5759,1.092706203
5760,1.169885755
5761,1.117797136
5762,1.091687918
5763,1.13119483
5764,1.133509874
5765,1.189432383
5766,1.19270587
5767,1.14791584
5768,1.153416991
5769,1.132281423
5770,1.059852123
5771,1.117357969
5772,1.079454064
5773,1.135554671
5775,1.102433085
5776,1.126540065
5778,1.076371908
5779,1.134874701
5780,1.131898403
5781,1.138014674
5782,1.091798902
5783,1.113061905
5784,1.157114983
5785,1.228413582
5786,1.147782326
5787,1.115768075
5788,1.076646566
5789,1.110308051
5790,1.154079437
5791,1.113787055
5792,1.10446167
5793,1.26456809
5794,1.093198299
5795,1.135287762
5796,1.128313661
5797,1.079306841
5798,1.129490376
5799,1.101413727
5800,1.071957588
5801,1.19283247
5802,1.15531373
5806,1.099357605
5807,1.065492511
5808,1.145357609
5809,1.079213977
5810,1.190112352
5811,1.112728715
5812,1.120438576
5813,1.170903563
5814,1.154953361
5815,1.05521524
5816,1.092867017
5817,1.177679658
5818,1.06944108
5819,1.098411798
5820,1.122430444
5821,1.133301973
5822,1.060820341
5823,1.039722085
5824,1.113076448
5826,1.112692237
5828,1.191390276
5829,1.079244614
5830,1.039629817
5832,1.111443162
5833,1.153096676
5835,1.058192372
5836,1.093780994
5838,1.160000801
5840,1.119129419
5841,1.113889813
5843,1.131289482
5844,1.118632317
