Step,class_contrastive_both_mod_single_label_imgs - train_thermal_class_pull_loss,class_contrastive_both_mod_single_label_imgs - train_thermal_class_pull_loss__MIN,class_contrastive_both_mod_single_label_imgs - train_thermal_class_pull_loss__MAX
9030,0.000386715,0.000386715,0.000386715
9031,0.00843487,0.00843487,0.00843487
9032,0.013963295,0.013963295,0.013963295
9033,0.019285917,0.019285917,0.019285917
9034,0.000606353,0.000606353,0.000606353
9035,0.020990478,0.020990478,0.020990478
9036,0.008322214,0.008322214,0.008322214
9038,0.007161151,0.007161151,0.007161151
9039,0.010500944,0.010500944,0.010500944
9040,0.008363298,0.008363298,0.008363298
9041,0.033160888,0.033160888,0.033160888
9042,0.003746783,0.003746783,0.003746783
9043,0.003772415,0.003772415,0.003772415
9045,0.012312716,0.012312716,0.012312716
9046,0.015119532,0.015119532,0.015119532
9047,0.022496497,0.022496497,0.022496497
9048,0.003805426,0.003805426,0.003805426
9050,0.003726514,0.003726514,0.003726514
9051,0.021098198,0.021098198,0.021098198
9052,0.000391789,0.000391789,0.000391789
9053,0.00038515,0.00038515,0.00038515
9054,0.000351421,0.000351421,0.000351421
9055,0.04025906,0.04025906,0.04025906
9057,0.021529967,0.021529967,0.021529967
9059,0.00380582,0.00380582,0.00380582
9060,0.005589952,0.005589952,0.005589952
9061,0.023001423,0.023001423,0.023001423
9062,0.004326917,0.004326917,0.004326917
9063,0.000358708,0.000358708,0.000358708
9064,0.012956367,0.012956367,0.012956367
9065,0.020024737,0.020024737,0.020024737
9066,0.007594969,0.007594969,0.007594969
9068,0.01227775,0.01227775,0.01227775
9069,0.004377768,0.004377768,0.004377768
9070,0.007776593,0.007776593,0.007776593
9072,0.000351099,0.000351099,0.000351099
9073,0.020802155,0.020802155,0.020802155
9075,0.000369398,0.000369398,0.000369398
9076,0.019493982,0.019493982,0.019493982
9077,0.003820825,0.003820825,0.003820825
9078,0.019573838,0.019573838,0.019573838
9079,0.00040904,0.00040904,0.00040904
9080,0.024576468,0.024576468,0.024576468
9081,0.004256526,0.004256526,0.004256526
9082,0.015313756,0.015313756,0.015313756
9083,0.028634403,0.028634403,0.028634403
9084,0.00040822,0.00040822,0.00040822
9086,0.003751828,0.003751828,0.003751828
9087,0.000370207,0.000370207,0.000370207
9088,0.013867044,0.013867044,0.013867044
9090,0.01385058,0.01385058,0.01385058
9091,0.015208737,0.015208737,0.015208737
9092,0.005378133,0.005378133,0.005378133
9093,0.000344211,0.000344211,0.000344211
9094,0.053271167,0.053271167,0.053271167
9095,0.007942149,0.007942149,0.007942149
9096,0.00035801,0.00035801,0.00035801
9097,0.018822132,0.018822132,0.018822132
9099,0.017238092,0.017238092,0.017238092
9101,0.008309157,0.008309157,0.008309157
9103,0.007699321,0.007699321,0.007699321
9104,0.000866564,0.000866564,0.000866564
9105,0.004356428,0.004356428,0.004356428
9107,0.021889001,0.021889001,0.021889001
9108,0.017177127,0.017177127,0.017177127
9109,0.017592281,0.017592281,0.017592281
9110,0.012151586,0.012151586,0.012151586
9111,0.01336203,0.01336203,0.01336203
9112,0.004717704,0.004717704,0.004717704
9113,0.007084506,0.007084506,0.007084506
9114,0.037058517,0.037058517,0.037058517
9115,0.030226383,0.030226383,0.030226383
9116,0.011816159,0.011816159,0.011816159
9117,0.007747897,0.007747897,0.007747897
9118,0.013390871,0.013390871,0.013390871
9120,0.008068434,0.008068434,0.008068434
9121,0.009558738,0.009558738,0.009558738
9122,0.034022938,0.034022938,0.034022938
9123,0.011546724,0.011546724,0.011546724
9124,0.006902927,0.006902927,0.006902927
9127,0.003856428,0.003856428,0.003856428
9128,0.020985885,0.020985885,0.020985885
9129,0.025602236,0.025602236,0.025602236
9130,0.035070341,0.035070341,0.035070341
9131,0.013973618,0.013973618,0.013973618
9133,0.024875112,0.024875112,0.024875112
9134,0.003935534,0.003935534,0.003935534
9136,0.020880686,0.020880686,0.020880686
9137,0.009613435,0.009613435,0.009613435
9138,0.02166353,0.02166353,0.02166353
9139,0.004371333,0.004371333,0.004371333
9140,0.004334861,0.004334861,0.004334861
9141,0.02070513,0.02070513,0.02070513
9142,0.003775862,0.003775862,0.003775862
9143,0.017355297,0.017355297,0.017355297
9144,0.002509509,0.002509509,0.002509509
9145,0.004321749,0.004321749,0.004321749
9146,0.004321149,0.004321149,0.004321149
9147,0.008965519,0.008965519,0.008965519
9148,0.007172181,0.007172181,0.007172181
9149,0.003704738,0.003704738,0.003704738
9150,0.015803779,0.015803779,0.015803779
9151,0.035187833,0.035187833,0.035187833
9153,0.011691365,0.011691365,0.011691365
9154,0.003667416,0.003667416,0.003667416
9156,0.01588143,0.01588143,0.01588143
9157,0.013153828,0.013153828,0.013153828
9158,0.020727489,0.020727489,0.020727489
9160,0.01106465,0.01106465,0.01106465
9161,0.016957618,0.016957618,0.016957618
9162,0.000353114,0.000353114,0.000353114
9163,0.025869764,0.025869764,0.025869764
9164,0.015943065,0.015943065,0.015943065
9165,0.027375339,0.027375339,0.027375339
9166,0.028787985,0.028787985,0.028787985
9167,0.024791587,0.024791587,0.024791587
9168,0.013997574,0.013997574,0.013997574
9170,0.004377836,0.004377836,0.004377836
9173,0.000377284,0.000377284,0.000377284
9174,0.018997176,0.018997176,0.018997176
9175,0.00035749,0.00035749,0.00035749
9176,0.015377868,0.015377868,0.015377868
9177,0.011775533,0.011775533,0.011775533
9178,0.01162409,0.01162409,0.01162409
9180,0.019375477,0.019375477,0.019375477
9181,0.000928721,0.000928721,0.000928721
9182,0.038222335,0.038222335,0.038222335
9183,0.011812812,0.011812812,0.011812812
9184,0.003783993,0.003783993,0.003783993
9185,0.012027942,0.012027942,0.012027942
9186,0.011722537,0.011722537,0.011722537
9187,0.033274699,0.033274699,0.033274699
9188,0.015903182,0.015903182,0.015903182
9189,0.024724536,0.024724536,0.024724536
9190,0.034478106,0.034478106,0.034478106
9191,0.000361373,0.000361373,0.000361373
9193,0.025508717,0.025508717,0.025508717
9194,0.044924624,0.044924624,0.044924624
9195,0.011935534,0.011935534,0.011935534
9196,0.017444786,0.017444786,0.017444786
9197,0.004303611,0.004303611,0.004303611
9198,0.009517493,0.009517493,0.009517493
9199,0.015466095,0.015466095,0.015466095
9200,0.048681203,0.048681203,0.048681203
9201,0.004505974,0.004505974,0.004505974
9202,0.004344435,0.004344435,0.004344435
9203,0.011797881,0.011797881,0.011797881
9205,0.022214852,0.022214852,0.022214852
9207,0.026415037,0.026415037,0.026415037
9208,0.021340983,0.021340983,0.021340983
9209,0.007164128,0.007164128,0.007164128
9210,0.011056129,0.011056129,0.011056129
9211,0.017317666,0.017317666,0.017317666
9212,0.007137484,0.007137484,0.007137484
9213,0.005305247,0.005305247,0.005305247
9214,0.006961552,0.006961552,0.006961552
9215,0.011842004,0.011842004,0.011842004
9216,0.02653956,0.02653956,0.02653956
9217,0.00036541,0.00036541,0.00036541
9218,0.068725884,0.068725884,0.068725884
9219,0.01784624,0.01784624,0.01784624
9220,0.00416212,0.00416212,0.00416212
9222,0.004299806,0.004299806,0.004299806
9223,0.013929652,0.013929652,0.013929652
9224,0.000341179,0.000341179,0.000341179
9225,0.00037389,0.00037389,0.00037389
9226,0.015720708,0.015720708,0.015720708
9227,0.041474346,0.041474346,0.041474346
9228,0.052034814,0.052034814,0.052034814
9229,0.003746717,0.003746717,0.003746717
9230,0.00434458,0.00434458,0.00434458
9231,0.025117327,0.025117327,0.025117327
9232,0.017170437,0.017170437,0.017170437
9234,0.003740669,0.003740669,0.003740669
9235,0.007109076,0.007109076,0.007109076
9236,0.011779016,0.011779016,0.011779016
9237,0.00034064,0.00034064,0.00034064
9238,0.000325086,0.000325086,0.000325086
9239,0.000351436,0.000351436,0.000351436
9240,0.000365648,0.000365648,0.000365648
9241,0.000362365,0.000362365,0.000362365
9243,0.015835805,0.015835805,0.015835805
9244,0.025367212,0.025367212,0.025367212
9245,0.00774651,0.00774651,0.00774651
9246,0.015033456,0.015033456,0.015033456
9247,0.003749185,0.003749185,0.003749185
9248,0.004374497,0.004374497,0.004374497
9250,0.011776836,0.011776836,0.011776836
9251,0.00376148,0.00376148,0.00376148
9252,0.023683522,0.023683522,0.023683522
9254,0.006909066,0.006909066,0.006909066
9255,0.004402187,0.004402187,0.004402187
9256,0.000858025,0.000858025,0.000858025
9257,0.015281009,0.015281009,0.015281009
9258,0.015493123,0.015493123,0.015493123
9259,0.055500951,0.055500951,0.055500951
9261,0.008235877,0.008235877,0.008235877
9262,0.011722932,0.011722932,0.011722932
9263,0.003806367,0.003806367,0.003806367
9264,0.000379016,0.000379016,0.000379016
9265,0.007197565,0.007197565,0.007197565
9266,0.024590289,0.024590289,0.024590289
9267,0.007635738,0.007635738,0.007635738
9269,0.007722442,0.007722442,0.007722442
9271,0.011292784,0.011292784,0.011292784
9272,0.000344894,0.000344894,0.000344894
9273,0.011984094,0.011984094,0.011984094
9274,0.029311873,0.029311873,0.029311873
9275,0.004323148,0.004323148,0.004323148
9276,0.017306622,0.017306622,0.017306622
9277,0.004256804,0.004256804,0.004256804
9278,0.004359602,0.004359602,0.004359602
9279,0.004317006,0.004317006,0.004317006
9280,0.000361193,0.000361193,0.000361193
9281,0.012480735,0.012480735,0.012480735
9282,0.007149356,0.007149356,0.007149356
9284,0.000329595,0.000329595,0.000329595
9286,0.009618045,0.009618045,0.009618045
9288,0.007146136,0.007146136,0.007146136
9289,0.068419725,0.068419725,0.068419725
9290,0.007738493,0.007738493,0.007738493
9291,0.000423384,0.000423384,0.000423384
9292,0.020360405,0.020360405,0.020360405
9293,0.039776307,0.039776307,0.039776307
9294,0.058488239,0.058488239,0.058488239
9296,0.011661284,0.011661284,0.011661284
9297,0.119475901,0.119475901,0.119475901
9298,0.039755825,0.039755825,0.039755825
9299,0.04722061,0.04722061,0.04722061
9300,0.010527091,0.010527091,0.010527091
9301,0.030928465,0.030928465,0.030928465
9302,0.003722363,0.003722363,0.003722363
9303,0.017568132,0.017568132,0.017568132
9304,0.015283438,0.015283438,0.015283438
9308,0.007674263,0.007674263,0.007674263
9309,0.017348889,0.017348889,0.017348889
9310,0.015254619,0.015254619,0.015254619
9311,0.003734577,0.003734577,0.003734577
9312,0.004340884,0.004340884,0.004340884
9313,0.011740816,0.011740816,0.011740816
9315,0.021742143,0.021742143,0.021742143
9317,0.007149798,0.007149798,0.007149798
9318,0.083375618,0.083375618,0.083375618
9319,0.01330464,0.01330464,0.01330464
9320,0.000415664,0.000415664,0.000415664
9321,0.007097904,0.007097904,0.007097904
9322,0.007079467,0.007079467,0.007079467
9323,0.011133844,0.011133844,0.011133844
9324,0.019154303,0.019154303,0.019154303
9325,0.019796547,0.019796547,0.019796547
9326,0.007699724,0.007699724,0.007699724
9327,0.000359138,0.000359138,0.000359138
9328,0.007694495,0.007694495,0.007694495
9329,0.007056635,0.007056635,0.007056635
9331,0.01631798,0.01631798,0.01631798
9332,0.011096285,0.011096285,0.011096285
9333,0.007684167,0.007684167,0.007684167
9334,0.00777433,0.00777433,0.00777433
9335,0.01870268,0.01870268,0.01870268
9337,0.018214324,0.018214324,0.018214324
9338,0.020269513,0.020269513,0.020269513
9339,0.004295236,0.004295236,0.004295236
9340,0.011815302,0.011815302,0.011815302
9342,0.015903551,0.015903551,0.015903551
9343,0.029020652,0.029020652,0.029020652
9344,0.028638374,0.028638374,0.028638374
9345,0.017143499,0.017143499,0.017143499
9346,0.012154747,0.012154747,0.012154747
9347,0.003744259,0.003744259,0.003744259
9348,0.004282107,0.004282107,0.004282107
9349,0.007156435,0.007156435,0.007156435
9350,0.01191926,0.01191926,0.01191926
9351,0.016172318,0.016172318,0.016172318
9352,0.066363424,0.066363424,0.066363424
9353,0.007065417,0.007065417,0.007065417
9354,0.074651636,0.074651636,0.074651636
9355,0.017694054,0.017694054,0.017694054
9357,0.015301632,0.015301632,0.015301632
9358,0.007702832,0.007702832,0.007702832
9359,0.000378274,0.000378274,0.000378274
9360,0.028554337,0.028554337,0.028554337
9361,0.009508453,0.009508453,0.009508453
9362,0.026883528,0.026883528,0.026883528
9363,0.025467603,0.025467603,0.025467603
9364,0.009453662,0.009453662,0.009453662
9365,0.003748807,0.003748807,0.003748807
9366,0.004317964,0.004317964,0.004317964
9367,0.031540379,0.031540379,0.031540379
9369,0.000360495,0.000360495,0.000360495
9370,0.00356577,0.00356577,0.00356577
9371,0.000392449,0.000392449,0.000392449
9372,0.007757025,0.007757025,0.007757025
9373,0.003899349,0.003899349,0.003899349
9374,0.011743597,0.011743597,0.011743597
9375,0.0226552,0.0226552,0.0226552
9376,0.015754856,0.015754856,0.015754856
9377,0.017209675,0.017209675,0.017209675
9378,0.004282185,0.004282185,0.004282185
9379,0.000359449,0.000359449,0.000359449
9380,0.018345604,0.018345604,0.018345604
9381,0.050463706,0.050463706,0.050463706
9382,0.004263667,0.004263667,0.004263667
9383,0.015780682,0.015780682,0.015780682
9384,0.003047308,0.003047308,0.003047308
9385,0.00381605,0.00381605,0.00381605
9386,0.00042182,0.00042182,0.00042182
9387,0.000337636,0.000337636,0.000337636
9388,0.004284942,0.004284942,0.004284942
9389,0.01301958,0.01301958,0.01301958
9390,0.046101019,0.046101019,0.046101019
9391,0.018733401,0.018733401,0.018733401
9392,0.015411345,0.015411345,0.015411345
9393,0.00035045,0.00035045,0.00035045
9396,0.018012596,0.018012596,0.018012596
9397,0.014571289,0.014571289,0.014571289
9398,0.018140744,0.018140744,0.018140744
9401,0.017846452,0.017846452,0.017846452
9402,0.013992158,0.013992158,0.013992158
9405,0.007180259,0.007180259,0.007180259
9406,0.011114946,0.011114946,0.011114946
9407,0.064032495,0.064032495,0.064032495
9408,0.004253285,0.004253285,0.004253285
9409,0.010986982,0.010986982,0.010986982
9410,0.001084564,0.001084564,0.001084564
9411,0.003793422,0.003793422,0.003793422
9412,0.019262634,0.019262634,0.019262634
9413,0.015388007,0.015388007,0.015388007
9414,0.010623671,0.010623671,0.010623671
9415,0.000429751,0.000429751,0.000429751
9417,0.007035551,0.007035551,0.007035551
9418,0.030103849,0.030103849,0.030103849
9419,0.020442067,0.020442067,0.020442067
9420,0.009981545,0.009981545,0.009981545
9421,0.025757056,0.025757056,0.025757056
9423,0.007613523,0.007613523,0.007613523
9424,0.015983831,0.015983831,0.015983831
9425,0.000333656,0.000333656,0.000333656
9426,0.013984915,0.013984915,0.013984915
9427,0.025315225,0.025315225,0.025315225
9428,0.040124573,0.040124573,0.040124573
9429,0.003824177,0.003824177,0.003824177
9430,0.008417665,0.008417665,0.008417665
9431,0.000340755,0.000340755,0.000340755
9432,0.007667833,0.007667833,0.007667833
9433,0.000346853,0.000346853,0.000346853
9434,0.003835944,0.003835944,0.003835944
9436,0.007194856,0.007194856,0.007194856
9439,0.007084465,0.007084465,0.007084465
9440,0.014237025,0.014237025,0.014237025
9441,0.020733897,0.020733897,0.020733897
9442,0.000367576,0.000367576,0.000367576
9444,0.00033936,0.00033936,0.00033936
9445,0.033737734,0.033737734,0.033737734
9446,0.020210426,0.020210426,0.020210426
9447,0.025424968,0.025424968,0.025424968
9448,0.127227843,0.127227843,0.127227843
9450,0.049761597,0.049761597,0.049761597
9451,0.013838192,0.013838192,0.013838192
9452,0.039057393,0.039057393,0.039057393
9453,0.022344597,0.022344597,0.022344597
9454,0.006346883,0.006346883,0.006346883
9455,0.009024599,0.009024599,0.009024599
9456,0.004329842,0.004329842,0.004329842
9458,0.014053881,0.014053881,0.014053881
9459,0.03270036,0.03270036,0.03270036
9460,0.00379016,0.00379016,0.00379016
9462,0.006330529,0.006330529,0.006330529
9463,0.000542676,0.000542676,0.000542676
9464,0.0077904,0.0077904,0.0077904
9465,0.004411923,0.004411923,0.004411923
9466,0.004328385,0.004328385,0.004328385
9467,0.003717293,0.003717293,0.003717293
9469,0.00036178,0.00036178,0.00036178
9470,0.013474781,0.013474781,0.013474781
9472,0.029759923,0.029759923,0.029759923
9473,0.015823856,0.015823856,0.015823856
9474,0.019221719,0.019221719,0.019221719
9475,0.013592266,0.013592266,0.013592266
9479,0.025527764,0.025527764,0.025527764
9480,0.031448811,0.031448811,0.031448811
9481,0.031440794,0.031440794,0.031440794
9482,0.02307458,0.02307458,0.02307458
9483,0.037004583,0.037004583,0.037004583
9484,0.004265972,0.004265972,0.004265972
9485,0.033039168,0.033039168,0.033039168
9487,0.017851369,0.017851369,0.017851369
9488,0.003751141,0.003751141,0.003751141
9489,0.007688743,0.007688743,0.007688743
9490,0.007948031,0.007948031,0.007948031
9491,0.036298439,0.036298439,0.036298439
9492,0.051291462,0.051291462,0.051291462
9493,0.019287022,0.019287022,0.019287022
9494,0.004352909,0.004352909,0.004352909
9495,0.000449066,0.000449066,0.000449066
9496,0.003852048,0.003852048,0.003852048
9497,0.017337548,0.017337548,0.017337548
9499,0.007698556,0.007698556,0.007698556
9500,0.000317809,0.000317809,0.000317809
9501,0.018598467,0.018598467,0.018598467
9502,0.008629018,0.008629018,0.008629018
9504,0.010198195,0.010198195,0.010198195
9505,0.0423682,0.0423682,0.0423682
9506,0.016155273,0.016155273,0.016155273
9507,0.009549003,0.009549003,0.009549003
9508,0.016912287,0.016912287,0.016912287
9509,0.004288393,0.004288393,0.004288393
9510,0.00381344,0.00381344,0.00381344
9511,0.02168525,0.02168525,0.02168525
9512,0.017656626,0.017656626,0.017656626
9513,0.015125255,0.015125255,0.015125255
9514,0.009486167,0.009486167,0.009486167
9516,0.004290067,0.004290067,0.004290067
9517,0.004305222,0.004305222,0.004305222
9518,0.02503987,0.02503987,0.02503987
9520,0.02458965,0.02458965,0.02458965
9522,0.007650228,0.007650228,0.007650228
9523,0.014586203,0.014586203,0.014586203
9524,0.000342165,0.000342165,0.000342165
9525,0.01202121,0.01202121,0.01202121
9526,0.00428926,0.00428926,0.00428926
9528,0.022234717,0.022234717,0.022234717
9531,0.004307549,0.004307549,0.004307549
9532,0.007723311,0.007723311,0.007723311
9533,0.003457838,0.003457838,0.003457838
9534,0.000344501,0.000344501,0.000344501
9535,0.024987437,0.024987437,0.024987437
9536,0.016846657,0.016846657,0.016846657
9537,0.00374229,0.00374229,0.00374229
9538,0.007709792,0.007709792,0.007709792
9539,0.026430251,0.026430251,0.026430251
9540,0.003799689,0.003799689,0.003799689
9541,0.000488993,0.000488993,0.000488993
9542,0.008906971,0.008906971,0.008906971
9544,0.035482854,0.035482854,0.035482854
9545,0.0077288,0.0077288,0.0077288
9546,0.000349357,0.000349357,0.000349357
9547,0.016630262,0.016630262,0.016630262
9548,0.000357402,0.000357402,0.000357402
9550,0.011232603,0.011232603,0.011232603
9551,0.015313379,0.015313379,0.015313379
9552,0.030775122,0.030775122,0.030775122
9553,0.004277822,0.004277822,0.004277822
9555,0.012832811,0.012832811,0.012832811
9556,0.007760196,0.007760196,0.007760196
9559,0.000394634,0.000394634,0.000394634
9560,0.00762165,0.00762165,0.00762165
9561,0.004116626,0.004116626,0.004116626
9563,0.013789212,0.013789212,0.013789212
9565,0.039481893,0.039481893,0.039481893
9566,0.009596298,0.009596298,0.009596298
9567,0.003770822,0.003770822,0.003770822
9568,0.008179531,0.008179531,0.008179531
9569,0.003677807,0.003677807,0.003677807
9570,0.013593665,0.013593665,0.013593665
9571,0.008182763,0.008182763,0.008182763
9572,0.012692903,0.012692903,0.012692903
9573,0.03044855,0.03044855,0.03044855
9574,0.024316104,0.024316104,0.024316104
9575,0.011674624,0.011674624,0.011674624
9576,0.00365991,0.00365991,0.00365991
9577,0.032907747,0.032907747,0.032907747
9578,0.018996406,0.018996406,0.018996406
9580,0.00758972,0.00758972,0.00758972
9581,0.012424319,0.012424319,0.012424319
9582,0.013432184,0.013432184,0.013432184
9583,0.079626083,0.079626083,0.079626083
9585,0.004302681,0.004302681,0.004302681
9586,0.0134813,0.0134813,0.0134813
9587,0.010436665,0.010436665,0.010436665
9588,0.020278944,0.020278944,0.020278944
9589,0.004302746,0.004302746,0.004302746
9590,0.011117948,0.011117948,0.011117948
9591,0.007681981,0.007681981,0.007681981
9592,0.021677997,0.021677997,0.021677997
9593,0.012376732,0.012376732,0.012376732
9594,0.019023281,0.019023281,0.019023281
9595,0.017279277,0.017279277,0.017279277
9596,0.004377133,0.004377133,0.004377133
9597,0.01184122,0.01184122,0.01184122
9598,0.02040438,0.02040438,0.02040438
9599,0.000369795,0.000369795,0.000369795
9600,0.003293998,0.003293998,0.003293998
9601,0.027839614,0.027839614,0.027839614
9602,0.023387035,0.023387035,0.023387035
9603,0.00837061,0.00837061,0.00837061
9604,0.053075988,0.053075988,0.053075988
9605,0.003656,0.003656,0.003656
9606,0.007193541,0.007193541,0.007193541
9607,0.003798965,0.003798965,0.003798965
9608,0.017533325,0.017533325,0.017533325
9609,0.009409606,0.009409606,0.009409606
9613,0.008544544,0.008544544,0.008544544
9614,0.031681813,0.031681813,0.031681813
9615,0.009673123,0.009673123,0.009673123
9616,0.000482181,0.000482181,0.000482181
9617,0.03363546,0.03363546,0.03363546
9619,0.007257214,0.007257214,0.007257214
9620,0.008107373,0.008107373,0.008107373
9621,0.008587758,0.008587758,0.008587758
9622,0.015389257,0.015389257,0.015389257
9623,0.009546577,0.009546577,0.009546577
9624,0.002369729,0.002369729,0.002369729
9625,0.011042155,0.011042155,0.011042155
9626,0.009875295,0.009875295,0.009875295
9627,0.029134514,0.029134514,0.029134514
9629,0.01589313,0.01589313,0.01589313
9630,0.016026035,0.016026035,0.016026035
9632,0.008295876,0.008295876,0.008295876
9633,0.020759199,0.020759199,0.020759199
9634,0.011712157,0.011712157,0.011712157
9635,0.011452362,0.011452362,0.011452362
9636,0.003721065,0.003721065,0.003721065
9637,0.000323937,0.000323937,0.000323937
9639,0.013847621,0.013847621,0.013847621
9641,0.036107861,0.036107861,0.036107861
9642,0.000333059,0.000333059,0.000333059
9643,0.003847513,0.003847513,0.003847513
9645,0.025051706,0.025051706,0.025051706
9646,0.03478637,0.03478637,0.03478637
9647,0.004408241,0.004408241,0.004408241
9648,0.000364985,0.000364985,0.000364985
9650,0.015864149,0.015864149,0.015864149
9651,0.007129202,0.007129202,0.007129202
9652,0.012804992,0.012804992,0.012804992
9653,0.008251708,0.008251708,0.008251708
9654,0.004273452,0.004273452,0.004273452
9655,0.000338399,0.000338399,0.000338399
9657,0.020983871,0.020983871,0.020983871
9658,0.000333855,0.000333855,0.000333855
9659,0.012858602,0.012858602,0.012858602
9660,0.016013641,0.016013641,0.016013641
9662,0.032227125,0.032227125,0.032227125
9663,0.000312303,0.000312303,0.000312303
9664,0.003760765,0.003760765,0.003760765
9666,0.034823205,0.034823205,0.034823205
9667,0.013788548,0.013788548,0.013788548
9668,0.000328149,0.000328149,0.000328149
9669,0.004294016,0.004294016,0.004294016
9670,0.000339466,0.000339466,0.000339466
9671,0.004288213,0.004288213,0.004288213
9672,0.009466287,0.009466287,0.009466287
9673,0.003791803,0.003791803,0.003791803
9674,0.015715394,0.015715394,0.015715394
9675,0.007625082,0.007625082,0.007625082
9678,0.000364581,0.000364581,0.000364581
9679,0.000321879,0.000321879,0.000321879
9680,0.011154449,0.011154449,0.011154449
9681,0.007690389,0.007690389,0.007690389
9682,0.025655126,0.025655126,0.025655126
9683,0.024062881,0.024062881,0.024062881
9684,0.007145389,0.007145389,0.007145389
9685,0.051297557,0.051297557,0.051297557
9686,0.004247996,0.004247996,0.004247996
9687,0.008780289,0.008780289,0.008780289
9688,0.007672301,0.007672301,0.007672301
9690,0.023431987,0.023431987,0.023431987
9691,0.026406359,0.026406359,0.026406359
9693,0.007065613,0.007065613,0.007065613
9694,0.038174093,0.038174093,0.038174093
9695,0.00031752,0.00031752,0.00031752
9696,0.01443409,0.01443409,0.01443409
9697,0.000345161,0.000345161,0.000345161
9698,0.007515531,0.007515531,0.007515531
9699,0.011893509,0.011893509,0.011893509
9700,0.000377232,0.000377232,0.000377232
9701,0.015157428,0.015157428,0.015157428
9702,0.000339062,0.000339062,0.000339062
9703,0.007213112,0.007213112,0.007213112
9705,0.004363487,0.004363487,0.004363487
9707,0.000353029,0.000353029,0.000353029
9708,0.012007628,0.012007628,0.012007628
9709,0.008293176,0.008293176,0.008293176
9711,0.009540264,0.009540264,0.009540264
9712,0.000342631,0.000342631,0.000342631
9713,0.003778712,0.003778712,0.003778712
9714,0.003739787,0.003739787,0.003739787
9715,0.030503154,0.030503154,0.030503154
9716,0.008214403,0.008214403,0.008214403
9717,0.021169204,0.021169204,0.021169204
9718,0.009467901,0.009467901,0.009467901
9720,0.013028129,0.013028129,0.013028129
9721,0.010525728,0.010525728,0.010525728
9722,0.017303202,0.017303202,0.017303202
9723,0.001511254,0.001511254,0.001511254
9724,0.000346583,0.000346583,0.000346583
9725,0.01503822,0.01503822,0.01503822
9726,0.007712737,0.007712737,0.007712737
9727,0.003772158,0.003772158,0.003772158
9728,0.0050434,0.0050434,0.0050434
9729,0.007095369,0.007095369,0.007095369
9730,0.058150325,0.058150325,0.058150325
9731,0.003710518,0.003710518,0.003710518
9733,0.006940064,0.006940064,0.006940064
9734,0.000328159,0.000328159,0.000328159
9735,0.019525262,0.019525262,0.019525262
9736,0.009453421,0.009453421,0.009453421
9739,0.018071041,0.018071041,0.018071041
9741,0.044148847,0.044148847,0.044148847
9742,0.011892268,0.011892268,0.011892268
9743,0.033184875,0.033184875,0.033184875
9744,0.020941952,0.020941952,0.020941952
9745,0.042549025,0.042549025,0.042549025
9747,0.033173084,0.033173084,0.033173084
9748,0.003793713,0.003793713,0.003793713
9749,0.030553024,0.030553024,0.030553024
9750,0.009553891,0.009553891,0.009553891
9751,0.00952951,0.00952951,0.00952951
9752,0.029508088,0.029508088,0.029508088
9753,0.00035273,0.00035273,0.00035273
9755,0.000337599,0.000337599,0.000337599
9756,0.000341088,0.000341088,0.000341088
9757,0.004277549,0.004277549,0.004277549
9758,0.011046523,0.011046523,0.011046523
9760,0.004366919,0.004366919,0.004366919
9761,0.009270273,0.009270273,0.009270273
9762,0.004351598,0.004351598,0.004351598
9763,0.003710588,0.003710588,0.003710588
9764,0.015267267,0.015267267,0.015267267
9765,0.012276504,0.012276504,0.012276504
9766,0.000344128,0.000344128,0.000344128
9767,0.01562696,0.01562696,0.01562696
9768,0.015466,0.015466,0.015466
9769,0.003687938,0.003687938,0.003687938
9770,0.004293628,0.004293628,0.004293628
9771,0.011616761,0.011616761,0.011616761
9772,0.038832106,0.038832106,0.038832106
9774,0.022866461,0.022866461,0.022866461
9775,0.004341125,0.004341125,0.004341125
9776,0.010798802,0.010798802,0.010798802
9777,0.01718385,0.01718385,0.01718385
9778,0.000366936,0.000366936,0.000366936
9779,0.02632801,0.02632801,0.02632801
9781,0.019011753,0.019011753,0.019011753
9783,0.015279196,0.015279196,0.015279196
9784,0.003706103,0.003706103,0.003706103
9785,0.01809681,0.01809681,0.01809681
9786,0.007123545,0.007123545,0.007123545
9787,0.037638444,0.037638444,0.037638444
9788,0.012984647,0.012984647,0.012984647
9789,0.003797534,0.003797534,0.003797534
9790,0.000704051,0.000704051,0.000704051
9791,0.021482246,0.021482246,0.021482246
9792,0.007871881,0.007871881,0.007871881
9793,0.035238609,0.035238609,0.035238609
9794,0.022084674,0.022084674,0.022084674
9796,0.015897313,0.015897313,0.015897313
9797,0.004255534,0.004255534,0.004255534
9798,0.003727516,0.003727516,0.003727516
9799,0.000324361,0.000324361,0.000324361
9801,0.029892147,0.029892147,0.029892147
9802,0.000352206,0.000352206,0.000352206
9803,0.003761043,0.003761043,0.003761043
9804,0.015163428,0.015163428,0.015163428
9805,0.02118529,0.02118529,0.02118529
9806,0.02357918,0.02357918,0.02357918
9808,0.009467108,0.009467108,0.009467108
9809,0.000302188,0.000302188,0.000302188
9810,0.018826229,0.018826229,0.018826229
9811,0.017259702,0.017259702,0.017259702
9812,0.017271001,0.017271001,0.017271001
9813,0.003569899,0.003569899,0.003569899
