Step,class_contrastive_both_mod_single_label_imgs - train_thermal_class_pull_loss,class_contrastive_both_mod_single_label_imgs - train_thermal_class_pull_loss__MIN,class_contrastive_both_mod_single_label_imgs - train_thermal_class_pull_loss__MAX
3636,0.008051637,0.008051637,0.008051637
3637,0.004187312,0.004187312,0.004187312
3638,0.004220446,0.004220446,0.004220446
3639,0.009898789,0.009898789,0.009898789
3640,0.004346392,0.004346392,0.004346392
3641,0.017591646,0.017591646,0.017591646
3642,0.007363247,0.007363247,0.007363247
3645,0.004062468,0.004062468,0.004062468
3646,0.011633024,0.011633024,0.011633024
3647,0.006561035,0.006561035,0.006561035
3648,0.027364925,0.027364925,0.027364925
3649,0.004224469,0.004224469,0.004224469
3650,0.009803387,0.009803387,0.009803387
3651,0.004141265,0.004141265,0.004141265
3652,0.008611704,0.008611704,0.008611704
3653,0.012767294,0.012767294,0.012767294
3656,0.000751307,0.000751307,0.000751307
3657,0.004140643,0.004140643,0.004140643
3658,0.004056402,0.004056402,0.004056402
3659,0.024489941,0.024489941,0.024489941
3660,0.017873373,0.017873373,0.017873373
3662,0.051439203,0.051439203,0.051439203
3663,0.000716557,0.000716557,0.000716557
3664,0.000630312,0.000630312,0.000630312
3665,0.00409875,0.00409875,0.00409875
3666,0.030367468,0.030367468,0.030367468
3667,0.004077171,0.004077171,0.004077171
3668,0.010729691,0.010729691,0.010729691
3669,0.021985732,0.021985732,0.021985732
3670,0.014586003,0.014586003,0.014586003
3672,0.004613053,0.004613053,0.004613053
3673,0.020208828,0.020208828,0.020208828
3674,0.00068134,0.00068134,0.00068134
3675,0.000720513,0.000720513,0.000720513
3676,0.014332249,0.014332249,0.014332249
3677,0.010073303,0.010073303,0.010073303
3678,0.028843369,0.028843369,0.028843369
3679,0.012347473,0.012347473,0.012347473
3680,0.01961351,0.01961351,0.01961351
3681,0.018076727,0.018076727,0.018076727
3682,0.03663256,0.03663256,0.03663256
3683,0.018125068,0.018125068,0.018125068
3684,0.014092976,0.014092976,0.014092976
3685,0.008578197,0.008578197,0.008578197
3686,0.035757214,0.035757214,0.035757214
3687,0.01456733,0.01456733,0.01456733
3688,0.01822439,0.01822439,0.01822439
3689,0.000707207,0.000707207,0.000707207
3691,0.00472252,0.00472252,0.00472252
3693,0.004182259,0.004182259,0.004182259
3694,0.028332949,0.028332949,0.028332949
3695,0.004592874,0.004592874,0.004592874
3696,0.007455161,0.007455161,0.007455161
3697,0.007842767,0.007842767,0.007842767
3699,0.032650635,0.032650635,0.032650635
3700,0.029316135,0.029316135,0.029316135
3701,0.014914789,0.014914789,0.014914789
3702,0.007553365,0.007553365,0.007553365
3703,0.01278918,0.01278918,0.01278918
3704,0.001348155,0.001348155,0.001348155
3705,0.000884787,0.000884787,0.000884787
3706,0.015532204,0.015532204,0.015532204
3707,0.016371835,0.016371835,0.016371835
3708,0.022121934,0.022121934,0.022121934
3709,0.008100379,0.008100379,0.008100379
3710,0.004141794,0.004141794,0.004141794
3711,0.010004802,0.010004802,0.010004802
3712,0.007581795,0.007581795,0.007581795
3714,0.015242004,0.015242004,0.015242004
3715,0.014208128,0.014208128,0.014208128
3716,0.022666516,0.022666516,0.022666516
3717,0.000693231,0.000693231,0.000693231
3718,0.014112632,0.014112632,0.014112632
3719,0.017679503,0.017679503,0.017679503
3721,0.001077248,0.001077248,0.001077248
3722,0.016009336,0.016009336,0.016009336
3723,0.004132862,0.004132862,0.004132862
3724,0.03048712,0.03048712,0.03048712
3726,0.031158511,0.031158511,0.031158511
3727,0.012414112,0.012414112,0.012414112
3728,0.020459618,0.020459618,0.020459618
3730,0.000623968,0.000623968,0.000623968
3731,0.001364753,0.001364753,0.001364753
3732,0.019140823,0.019140823,0.019140823
3733,0.067279972,0.067279972,0.067279972
3734,0.000728264,0.000728264,0.000728264
3735,0.000720795,0.000720795,0.000720795
3736,0.008498114,0.008498114,0.008498114
3737,0.012312982,0.012312982,0.012312982
3738,0.009910653,0.009910653,0.009910653
3739,0.011743721,0.011743721,0.011743721
3740,0.008769565,0.008769565,0.008769565
3741,0.02199135,0.02199135,0.02199135
3742,0.004372805,0.004372805,0.004372805
3743,0.000993136,0.000993136,0.000993136
3744,0.022439122,0.022439122,0.022439122
3745,0.004126472,0.004126472,0.004126472
3746,0.001654747,0.001654747,0.001654747
3747,0.000723223,0.000723223,0.000723223
3748,0.004258873,0.004258873,0.004258873
3749,0.007640815,0.007640815,0.007640815
3751,0.042480074,0.042480074,0.042480074
3753,0.012411716,0.012411716,0.012411716
3755,0.050542466,0.050542466,0.050542466
3756,0.01211677,0.01211677,0.01211677
3757,0.008222051,0.008222051,0.008222051
3758,0.00466701,0.00466701,0.00466701
3759,0.017857011,0.017857011,0.017857011
3760,0.004735603,0.004735603,0.004735603
3761,0.014103824,0.014103824,0.014103824
3762,0.015011301,0.015011301,0.015011301
3763,0.004072571,0.004072571,0.004072571
3764,0.01394373,0.01394373,0.01394373
3765,0.036578175,0.036578175,0.036578175
3766,0.02246033,0.02246033,0.02246033
3767,0.026622111,0.026622111,0.026622111
3769,0.008787304,0.008787304,0.008787304
3770,0.049206126,0.049206126,0.049206126
3771,0.012744193,0.012744193,0.012744193
3772,0.008136798,0.008136798,0.008136798
3774,0.028889641,0.028889641,0.028889641
3775,0.016930971,0.016930971,0.016930971
3776,0.000861544,0.000861544,0.000861544
3777,0.004139199,0.004139199,0.004139199
3778,0.011288785,0.011288785,0.011288785
3780,0.025322657,0.025322657,0.025322657
3781,0.014703144,0.014703144,0.014703144
3782,0.022490941,0.022490941,0.022490941
3783,0.017797817,0.017797817,0.017797817
3784,0.000670409,0.000670409,0.000670409
3785,0.009955784,0.009955784,0.009955784
3786,0.065260917,0.065260917,0.065260917
3789,0.021369334,0.021369334,0.021369334
3790,0.000682803,0.000682803,0.000682803
3791,0.039371483,0.039371483,0.039371483
3792,0.017965108,0.017965108,0.017965108
3793,0.000681124,0.000681124,0.000681124
3794,0.018357228,0.018357228,0.018357228
3797,0.000651071,0.000651071,0.000651071
3798,0.004119472,0.004119472,0.004119472
3799,0.053837143,0.053837143,0.053837143
3800,0.005683818,0.005683818,0.005683818
3801,0.049081087,0.049081087,0.049081087
3802,0.013988402,0.013988402,0.013988402
3803,0.014121371,0.014121371,0.014121371
3804,0.000795766,0.000795766,0.000795766
3805,0.004168814,0.004168814,0.004168814
3807,0.004678341,0.004678341,0.004678341
3810,0.038596816,0.038596816,0.038596816
3811,0.013824024,0.013824024,0.013824024
3812,0.007710065,0.007710065,0.007710065
3813,0.010167962,0.010167962,0.010167962
3814,0.021773839,0.021773839,0.021773839
3815,0.004588014,0.004588014,0.004588014
3816,0.060517199,0.060517199,0.060517199
3817,0.008239907,0.008239907,0.008239907
3818,0.004686664,0.004686664,0.004686664
3819,0.008027031,0.008027031,0.008027031
3820,0.008769486,0.008769486,0.008769486
3821,0.004067315,0.004067315,0.004067315
3822,0.008402385,0.008402385,0.008402385
3823,0.008345689,0.008345689,0.008345689
3824,0.049249016,0.049249016,0.049249016
3826,0.02039801,0.02039801,0.02039801
3827,0.023482651,0.023482651,0.023482651
3829,0.02381961,0.02381961,0.02381961
3831,0.004653545,0.004653545,0.004653545
3834,0.00817153,0.00817153,0.00817153
3835,0.032428693,0.032428693,0.032428693
3836,0.025541423,0.025541423,0.025541423
3837,0.00463212,0.00463212,0.00463212
3838,0.004150405,0.004150405,0.004150405
3839,0.014233261,0.014233261,0.014233261
3840,0.027753543,0.027753543,0.027753543
3841,0.009231493,0.009231493,0.009231493
3842,0.004695007,0.004695007,0.004695007
3843,0.004063249,0.004063249,0.004063249
3844,0.022061676,0.022061676,0.022061676
3845,0.004270856,0.004270856,0.004270856
3847,0.008550947,0.008550947,0.008550947
3848,0.004084648,0.004084648,0.004084648
3849,0.031426281,0.031426281,0.031426281
3850,0.012258938,0.012258938,0.012258938
3851,0.02395628,0.02395628,0.02395628
3852,0.00068795,0.00068795,0.00068795
3853,0.00068378,0.00068378,0.00068378
3854,0.004674132,0.004674132,0.004674132
3855,0.000630837,0.000630837,0.000630837
3856,0.0046001,0.0046001,0.0046001
3858,0.004731137,0.004731137,0.004731137
3859,0.004576033,0.004576033,0.004576033
3861,0.03947141,0.03947141,0.03947141
3862,0.003880186,0.003880186,0.003880186
3863,0.012703428,0.012703428,0.012703428
3864,0.013424242,0.013424242,0.013424242
3865,0.009919646,0.009919646,0.009919646
3867,0.004401946,0.004401946,0.004401946
3868,0.007583844,0.007583844,0.007583844
3869,0.011342267,0.011342267,0.011342267
3870,0.000645637,0.000645637,0.000645637
3872,0.00804615,0.00804615,0.00804615
3873,0.004183942,0.004183942,0.004183942
3874,0.070301391,0.070301391,0.070301391
3875,0.009106585,0.009106585,0.009106585
3876,0.019582314,0.019582314,0.019582314
3877,0.008056373,0.008056373,0.008056373
3878,0.013375184,0.013375184,0.013375184
3880,0.008115528,0.008115528,0.008115528
3881,0.016232109,0.016232109,0.016232109
3883,0.000665819,0.000665819,0.000665819
3884,0.017852698,0.017852698,0.017852698
3885,0.044071414,0.044071414,0.044071414
3886,0.012041149,0.012041149,0.012041149
3888,0.004159511,0.004159511,0.004159511
3889,0.004626222,0.004626222,0.004626222
3890,0.012396634,0.012396634,0.012396634
3891,0.0042295,0.0042295,0.0042295
3893,0.00464427,0.00464427,0.00464427
3894,0.004085239,0.004085239,0.004085239
3895,0.059388466,0.059388466,0.059388466
3896,0.008131512,0.008131512,0.008131512
3897,0.004557506,0.004557506,0.004557506
3898,0.010046928,0.010046928,0.010046928
3899,0.004645276,0.004645276,0.004645276
3900,0.004045924,0.004045924,0.004045924
3902,0.000599406,0.000599406,0.000599406
3903,0.008971706,0.008971706,0.008971706
3904,0.018896488,0.018896488,0.018896488
3905,0.012419295,0.012419295,0.012419295
3906,0.007953247,0.007953247,0.007953247
3907,0.021515472,0.021515472,0.021515472
3908,0.016357329,0.016357329,0.016357329
3909,0.01353964,0.01353964,0.01353964
3910,0.017198347,0.017198347,0.017198347
3911,0.067704216,0.067704216,0.067704216
3912,0.004011393,0.004011393,0.004011393
3916,0.000653056,0.000653056,0.000653056
3917,0.01434385,0.01434385,0.01434385
3919,0.004133584,0.004133584,0.004133584
3920,0.007439729,0.007439729,0.007439729
3921,0.004648155,0.004648155,0.004648155
3922,0.03583201,0.03583201,0.03583201
3924,0.011459528,0.011459528,0.011459528
3926,0.015737101,0.015737101,0.015737101
3927,0.000626277,0.000626277,0.000626277
3928,0.004138751,0.004138751,0.004138751
3930,0.019736763,0.019736763,0.019736763
3931,0.013720321,0.013720321,0.013720321
3932,0.000619429,0.000619429,0.000619429
3933,0.025565011,0.025565011,0.025565011
3935,0.005023455,0.005023455,0.005023455
3936,0.009005131,0.009005131,0.009005131
3937,0.031111183,0.031111183,0.031111183
3938,0.004409587,0.004409587,0.004409587
3939,0.011609354,0.011609354,0.011609354
3940,0.000758426,0.000758426,0.000758426
3942,0.004546831,0.004546831,0.004546831
3943,0.026711827,0.026711827,0.026711827
3944,0.000629679,0.000629679,0.000629679
3945,0.004126918,0.004126918,0.004126918
3946,0.028505133,0.028505133,0.028505133
3948,0.007991384,0.007991384,0.007991384
3949,0.032544822,0.032544822,0.032544822
3950,0.008611776,0.008611776,0.008611776
3952,0.004182145,0.004182145,0.004182145
3953,0.009843599,0.009843599,0.009843599
3954,0.024530498,0.024530498,0.024530498
3955,0.037675787,0.037675787,0.037675787
3956,0.00405985,0.00405985,0.00405985
3957,0.008131124,0.008131124,0.008131124
3958,0.042319171,0.042319171,0.042319171
3959,0.008143364,0.008143364,0.008143364
3960,0.01711121,0.01711121,0.01711121
3961,0.025612194,0.025612194,0.025612194
3962,0.004090999,0.004090999,0.004090999
3963,0.000635503,0.000635503,0.000635503
3964,0.018370055,0.018370055,0.018370055
3965,0.004259736,0.004259736,0.004259736
3966,0.011502414,0.011502414,0.011502414
3967,0.01086597,0.01086597,0.01086597
3969,0.016979545,0.016979545,0.016979545
3971,0.024373271,0.024373271,0.024373271
3972,0.000661745,0.000661745,0.000661745
3974,0.000686082,0.000686082,0.000686082
3975,0.008715416,0.008715416,0.008715416
3976,0.003766343,0.003766343,0.003766343
3977,0.120073162,0.120073162,0.120073162
3979,0.041580118,0.041580118,0.041580118
3980,0.004094806,0.004094806,0.004094806
3981,0.03057768,0.03057768,0.03057768
3982,0.004527901,0.004527901,0.004527901
3983,0.00467035,0.00467035,0.00467035
3984,0.030390909,0.030390909,0.030390909
3985,0.013350717,0.013350717,0.013350717
3986,0.031646475,0.031646475,0.031646475
3987,0.045326233,0.045326233,0.045326233
3988,0.010007904,0.010007904,0.010007904
3989,0.012237927,0.012237927,0.012237927
3990,0.008515622,0.008515622,0.008515622
3991,0.004026269,0.004026269,0.004026269
3992,0.010876462,0.010876462,0.010876462
3993,0.017918736,0.017918736,0.017918736
3994,0.011532216,0.011532216,0.011532216
3996,0.016701978,0.016701978,0.016701978
3997,0.01297934,0.01297934,0.01297934
3998,0.018177679,0.018177679,0.018177679
3999,0.008343149,0.008343149,0.008343149
4000,0.012626877,0.012626877,0.012626877
4002,0.01005416,0.01005416,0.01005416
4003,0.015610095,0.015610095,0.015610095
4004,0.004740666,0.004740666,0.004740666
4005,0.008544745,0.008544745,0.008544745
4006,0.030004606,0.030004606,0.030004606
4007,0.007410995,0.007410995,0.007410995
4008,0.118728116,0.118728116,0.118728116
4009,0.034898642,0.034898642,0.034898642
4011,0.004417529,0.004417529,0.004417529
4013,0.017780868,0.017780868,0.017780868
4014,0.018478189,0.018478189,0.018478189
4015,0.01685328,0.01685328,0.01685328
4018,0.007545774,0.007545774,0.007545774
4019,0.004640237,0.004640237,0.004640237
4023,0.007588655,0.007588655,0.007588655
4024,0.007986411,0.007986411,0.007986411
4025,0.045792442,0.045792442,0.045792442
4026,0.000798028,0.000798028,0.000798028
4027,0.000787061,0.000787061,0.000787061
4028,0.004140581,0.004140581,0.004140581
4029,0.016945692,0.016945692,0.016945692
4030,0.007580561,0.007580561,0.007580561
4031,0.035546608,0.035546608,0.035546608
4033,0.013904291,0.013904291,0.013904291
4034,0.004689936,0.004689936,0.004689936
4035,0.004144063,0.004144063,0.004144063
4036,0.030261261,0.030261261,0.030261261
4037,0.012481047,0.012481047,0.012481047
4038,0.028624661,0.028624661,0.028624661
4040,0.005328313,0.005328313,0.005328313
4041,0.027580231,0.027580231,0.027580231
4042,0.051306427,0.051306427,0.051306427
4043,0.004129794,0.004129794,0.004129794
4044,0.027415114,0.027415114,0.027415114
4045,0.04645988,0.04645988,0.04645988
4046,0.017212946,0.017212946,0.017212946
4047,0.013719829,0.013719829,0.013719829
4048,0.009284139,0.009284139,0.009284139
4050,0.00061254,0.00061254,0.00061254
4051,0.015799874,0.015799874,0.015799874
4053,0.004789359,0.004789359,0.004789359
4054,0.007481981,0.007481981,0.007481981
4056,0.004026612,0.004026612,0.004026612
4057,0.008054708,0.008054708,0.008054708
4058,0.024023527,0.024023527,0.024023527
4061,0.004476258,0.004476258,0.004476258
4062,0.012443325,0.012443325,0.012443325
4063,0.008515321,0.008515321,0.008515321
4064,0.024868477,0.024868477,0.024868477
4065,0.01585111,0.01585111,0.01585111
4066,0.000601045,0.000601045,0.000601045
4067,0.000611853,0.000611853,0.000611853
4068,0.004010729,0.004010729,0.004010729
4069,0.007795481,0.007795481,0.007795481
4070,0.007506148,0.007506148,0.007506148
4071,0.027174907,0.027174907,0.027174907
4072,0.008071587,0.008071587,0.008071587
4073,0.004131355,0.004131355,0.004131355
4074,0.014530201,0.014530201,0.014530201
4077,0.000835328,0.000835328,0.000835328
4078,0.004082719,0.004082719,0.004082719
4079,0.0098747,0.0098747,0.0098747
4080,0.008218665,0.008218665,0.008218665
4081,0.006999318,0.006999318,0.006999318
4082,0.000633604,0.000633604,0.000633604
4083,0.000590561,0.000590561,0.000590561
4084,0.008737234,0.008737234,0.008737234
4085,0.003954664,0.003954664,0.003954664
4086,0.034322299,0.034322299,0.034322299
4088,0.008009625,0.008009625,0.008009625
4089,0.021311481,0.021311481,0.021311481
4090,0.04470358,0.04470358,0.04470358
4091,0.000648028,0.000648028,0.000648028
4092,0.004677069,0.004677069,0.004677069
4093,0.00464456,0.00464456,0.00464456
4094,0.06325113,0.06325113,0.06325113
4095,0.026745198,0.026745198,0.026745198
4096,0.008316539,0.008316539,0.008316539
4097,0.05544214,0.05544214,0.05544214
4098,0.035385817,0.035385817,0.035385817
4099,0.01632686,0.01632686,0.01632686
4100,0.019422585,0.019422585,0.019422585
4101,0.007569226,0.007569226,0.007569226
4102,0.027114332,0.027114332,0.027114332
4104,0.004094368,0.004094368,0.004094368
4105,0.008026362,0.008026362,0.008026362
4106,0.006187017,0.006187017,0.006187017
4107,0.022017218,0.022017218,0.022017218
4108,0.000659819,0.000659819,0.000659819
4109,0.012338257,0.012338257,0.012338257
4110,0.009086702,0.009086702,0.009086702
4111,0.005285347,0.005285347,0.005285347
4112,0.004123309,0.004123309,0.004123309
4113,0.014300684,0.014300684,0.014300684
4115,0.021606646,0.021606646,0.021606646
4116,0.016004024,0.016004024,0.016004024
4117,0.004122508,0.004122508,0.004122508
4118,0.008687895,0.008687895,0.008687895
4119,0.004353839,0.004353839,0.004353839
4120,0.00489885,0.00489885,0.00489885
4121,0.008674407,0.008674407,0.008674407
4122,0.048357043,0.048357043,0.048357043
4123,0.004154015,0.004154015,0.004154015
4124,0.000628379,0.000628379,0.000628379
4125,0.008124849,0.008124849,0.008124849
4126,0.012563371,0.012563371,0.012563371
4127,0.008049777,0.008049777,0.008049777
4129,0.004045851,0.004045851,0.004045851
4131,0.000694906,0.000694906,0.000694906
4132,0.021953231,0.021953231,0.021953231
4133,0.011501945,0.011501945,0.011501945
4134,0.007708939,0.007708939,0.007708939
4135,0.013317689,0.013317689,0.013317689
4136,0.055382006,0.055382006,0.055382006
4137,0.007535452,0.007535452,0.007535452
4138,0.007491606,0.007491606,0.007491606
4139,0.004162352,0.004162352,0.004162352
4140,0.008127775,0.008127775,0.008127775
4141,0.004179804,0.004179804,0.004179804
4142,0.03408533,0.03408533,0.03408533
4143,0.004723459,0.004723459,0.004723459
4144,0.00474867,0.00474867,0.00474867
4145,0.012309309,0.012309309,0.012309309
4146,0.008157623,0.008157623,0.008157623
4148,0.017301789,0.017301789,0.017301789
4149,0.016650964,0.016650964,0.016650964
4151,0.008246536,0.008246536,0.008246536
4152,0.031564239,0.031564239,0.031564239
4153,0.022558065,0.022558065,0.022558065
4155,0.000723056,0.000723056,0.000723056
4156,0.0020943,0.0020943,0.0020943
4158,0.019484412,0.019484412,0.019484412
4159,0.004852834,0.004852834,0.004852834
4160,0.008483713,0.008483713,0.008483713
4161,0.016898856,0.016898856,0.016898856
4162,0.009069392,0.009069392,0.009069392
4164,0.010026474,0.010026474,0.010026474
4165,0.001368449,0.001368449,0.001368449
4167,0.007409297,0.007409297,0.007409297
4168,0.018712554,0.018712554,0.018712554
4169,0.015483487,0.015483487,0.015483487
4171,0.070037775,0.070037775,0.070037775
4172,0.000597327,0.000597327,0.000597327
4173,0.004098311,0.004098311,0.004098311
4174,0.03491151,0.03491151,0.03491151
4178,0.027877716,0.027877716,0.027877716
4179,0.011510292,0.011510292,0.011510292
4180,0.026895145,0.026895145,0.026895145
4182,0.012008625,0.012008625,0.012008625
4183,0.014252176,0.014252176,0.014252176
4185,0.006704275,0.006704275,0.006704275
4186,0.000729463,0.000729463,0.000729463
4187,0.007988157,0.007988157,0.007988157
4188,0.015540346,0.015540346,0.015540346
4189,0.001575529,0.001575529,0.001575529
4191,0.007449475,0.007449475,0.007449475
4192,0.014155692,0.014155692,0.014155692
4193,0.007616556,0.007616556,0.007616556
4194,0.018566085,0.018566085,0.018566085
4195,0.008465815,0.008465815,0.008465815
4196,0.004938328,0.004938328,0.004938328
4197,0.00918281,0.00918281,0.00918281
4198,0.004275521,0.004275521,0.004275521
4199,0.026367899,0.026367899,0.026367899
4200,0.015754493,0.015754493,0.015754493
4201,0.025732225,0.025732225,0.025732225
4202,0.007116407,0.007116407,0.007116407
4204,0.0012516,0.0012516,0.0012516
4205,0.009491196,0.009491196,0.009491196
4206,0.004189854,0.004189854,0.004189854
4207,0.000582149,0.000582149,0.000582149
4208,0.008381916,0.008381916,0.008381916
4209,0.004688413,0.004688413,0.004688413
4210,0.011518879,0.011518879,0.011518879
4212,0.004188288,0.004188288,0.004188288
4214,0.014828539,0.014828539,0.014828539
4215,0.039907269,0.039907269,0.039907269
4217,0.027083913,0.027083913,0.027083913
4218,0.014003735,0.014003735,0.014003735
4222,0.004008206,0.004008206,0.004008206
4223,0.010003177,0.010003177,0.010003177
4224,0.022613175,0.022613175,0.022613175
4226,0.004911154,0.004911154,0.004911154
4228,0.019788165,0.019788165,0.019788165
4229,0.016544145,0.016544145,0.016544145
4230,0.094863176,0.094863176,0.094863176
4231,0.004150681,0.004150681,0.004150681
4232,0.004528748,0.004528748,0.004528748
4233,0.013591412,0.013591412,0.013591412
4234,0.010097994,0.010097994,0.010097994
4236,0.022117691,0.022117691,0.022117691
4239,0.000598467,0.000598467,0.000598467
4240,0.020149685,0.020149685,0.020149685
4241,0.000645169,0.000645169,0.000645169
4242,0.011796654,0.011796654,0.011796654
4243,0.014281755,0.014281755,0.014281755
4244,0.018645125,0.018645125,0.018645125
4245,0.018189324,0.018189324,0.018189324
4247,0.01140395,0.01140395,0.01140395
4248,0.004514592,0.004514592,0.004514592
4249,0.004024924,0.004024924,0.004024924
4250,0.014312818,0.014312818,0.014312818
4251,0.007782348,0.007782348,0.007782348
4252,0.000604824,0.000604824,0.000604824
4253,0.004019441,0.004019441,0.004019441
4254,0.011397328,0.011397328,0.011397328
4255,0.008274304,0.008274304,0.008274304
4256,0.017853919,0.017853919,0.017853919
4257,0.007670729,0.007670729,0.007670729
4258,0.004049335,0.004049335,0.004049335
4259,0.016118241,0.016118241,0.016118241
4260,0.051859915,0.051859915,0.051859915
4261,0.004047174,0.004047174,0.004047174
4262,0.007451498,0.007451498,0.007451498
4263,0.012675843,0.012675843,0.012675843
4264,0.039825737,0.039825737,0.039825737
4266,0.003107251,0.003107251,0.003107251
4267,0.029579159,0.029579159,0.029579159
4268,0.004556542,0.004556542,0.004556542
4269,0.004559194,0.004559194,0.004559194
4270,0.000738532,0.000738532,0.000738532
4271,0.039599184,0.039599184,0.039599184
4273,0.020946929,0.020946929,0.020946929
4274,0.00494284,0.00494284,0.00494284
4275,0.036228813,0.036228813,0.036228813
4276,0.000590651,0.000590651,0.000590651
4280,0.004721909,0.004721909,0.004721909
4281,0.022066228,0.022066228,0.022066228
4282,0.008084372,0.008084372,0.008084372
4283,0.007433357,0.007433357,0.007433357
4284,0.017550303,0.017550303,0.017550303
4285,0.003988469,0.003988469,0.003988469
4287,0.018182615,0.018182615,0.018182615
4289,0.011455778,0.011455778,0.011455778
4290,0.000632578,0.000632578,0.000632578
4291,0.046377845,0.046377845,0.046377845
4293,0.004709588,0.004709588,0.004709588
4294,0.017878978,0.017878978,0.017878978
4295,0.031984981,0.031984981,0.031984981
4296,0.037048023,0.037048023,0.037048023
4297,0.018273832,0.018273832,0.018273832
4298,0.014267135,0.014267135,0.014267135
4299,0.010285057,0.010285057,0.010285057
4300,0.001712173,0.001712173,0.001712173
4301,0.007778497,0.007778497,0.007778497
4302,0.019891923,0.019891923,0.019891923
4303,0.001128572,0.001128572,0.001128572
4304,0.005834042,0.005834042,0.005834042
4306,0.004724884,0.004724884,0.004724884
4307,0.004287405,0.004287405,0.004287405
4308,0.025011564,0.025011564,0.025011564
4309,0.036392283,0.036392283,0.036392283
4311,0.008029098,0.008029098,0.008029098
4312,0.007384629,0.007384629,0.007384629
4313,0.022683457,0.022683457,0.022683457
4314,0.034236241,0.034236241,0.034236241
4315,0.008107807,0.008107807,0.008107807
4316,0.013134729,0.013134729,0.013134729
4317,0.004002072,0.004002072,0.004002072
4318,0.004212361,0.004212361,0.004212361
4320,0.004199913,0.004199913,0.004199913
4321,0.000647652,0.000647652,0.000647652
4323,0.012608451,0.012608451,0.012608451
4324,0.009655923,0.009655923,0.009655923
4325,0.017244631,0.017244631,0.017244631
4326,0.014245827,0.014245827,0.014245827
4327,0.003984879,0.003984879,0.003984879
4328,0.008132705,0.008132705,0.008132705
4329,0.00872576,0.00872576,0.00872576
4330,0.021284649,0.021284649,0.021284649
4331,0.004061983,0.004061983,0.004061983
4332,0.022610974,0.022610974,0.022610974
4334,0.016702743,0.016702743,0.016702743
4335,0.000630702,0.000630702,0.000630702
4336,0.000631856,0.000631856,0.000631856
4337,0.008037017,0.008037017,0.008037017
4338,0.004026774,0.004026774,0.004026774
4339,0.003828009,0.003828009,0.003828009
4341,0.018767115,0.018767115,0.018767115
4342,0.02702358,0.02702358,0.02702358
4343,0.01437369,0.01437369,0.01437369
4344,0.007945294,0.007945294,0.007945294
4345,0.004755268,0.004755268,0.004755268
4347,0.008641942,0.008641942,0.008641942
4348,0.007895852,0.007895852,0.007895852
4349,0.007979541,0.007979541,0.007979541
4350,0.010860851,0.010860851,0.010860851
4351,0.008030245,0.008030245,0.008030245
4352,0.004441587,0.004441587,0.004441587
4355,0.004541358,0.004541358,0.004541358
4356,0.011965971,0.011965971,0.011965971
4357,0.016768331,0.016768331,0.016768331
4358,0.015734715,0.015734715,0.015734715
4359,0.000565053,0.000565053,0.000565053
4360,0.000623662,0.000623662,0.000623662
4361,0.010183537,0.010183537,0.010183537
4362,0.004060111,0.004060111,0.004060111
4363,0.008043833,0.008043833,0.008043833
4364,0.003632376,0.003632376,0.003632376
4365,0.008585586,0.008585586,0.008585586
4366,0.012768277,0.012768277,0.012768277
4367,0.004010502,0.004010502,0.004010502
4368,0.008490073,0.008490073,0.008490073
4369,0.013115457,0.013115457,0.013115457
4370,0.036746614,0.036746614,0.036746614
4371,0.004138669,0.004138669,0.004138669
4372,0.009779891,0.009779891,0.009779891
4374,0.007540473,0.007540473,0.007540473
4375,0.003617347,0.003617347,0.003617347
4376,0.004005138,0.004005138,0.004005138
4377,0.004582914,0.004582914,0.004582914
4378,0.006809418,0.006809418,0.006809418
4379,0.088273704,0.088273704,0.088273704
4380,0.016389653,0.016389653,0.016389653
4381,0.019261023,0.019261023,0.019261023
4382,0.021998497,0.021998497,0.021998497
4383,0.008149061,0.008149061,0.008149061
4384,0.012035159,0.012035159,0.012035159
4385,0.004056908,0.004056908,0.004056908
4386,0.019508071,0.019508071,0.019508071
4387,0.025458364,0.025458364,0.025458364
4388,0.024492634,0.024492634,0.024492634
4389,0.012214359,0.012214359,0.012214359
4390,0.004029086,0.004029086,0.004029086
4391,0.004053412,0.004053412,0.004053412
4392,0.007286427,0.007286427,0.007286427
4393,0.000631277,0.000631277,0.000631277
4394,0.059639629,0.059639629,0.059639629
4395,0.023697838,0.023697838,0.023697838
4396,0.00453051,0.00453051,0.00453051
4397,0.004068299,0.004068299,0.004068299
4398,0.000666235,0.000666235,0.000666235
4399,0.01781605,0.01781605,0.01781605
4401,0.033062719,0.033062719,0.033062719
4402,0.004064989,0.004064989,0.004064989
4403,0.004509413,0.004509413,0.004509413
4405,0.031190345,0.031190345,0.031190345
4406,0.004569564,0.004569564,0.004569564
4407,0.00801711,0.00801711,0.00801711
4408,0.004059416,0.004059416,0.004059416
4411,0.019611334,0.019611334,0.019611334
4412,0.004518254,0.004518254,0.004518254
4413,0.037349973,0.037349973,0.037349973
4414,0.013236493,0.013236493,0.013236493
4415,0.021201154,0.021201154,0.021201154
4416,0.023594603,0.023594603,0.023594603
4417,0.018176485,0.018176485,0.018176485
4418,0.030981118,0.030981118,0.030981118
4419,0.004032334,0.004032334,0.004032334
4420,0.004342181,0.004342181,0.004342181
4421,0.060662381,0.060662381,0.060662381
4422,0.013349092,0.013349092,0.013349092
4423,0.008047704,0.008047704,0.008047704
