Step,class_contrastive_both_mod_single_label_imgs - train_rgb_class_pull_loss_rgb
3437,0.767452061
3438,0.253795296
3440,0.007520841
3441,0.268434405
3442,0.004701318
3443,0.253036678
3444,0.004274632
3445,0.250258714
3446,0.279881418
3447,0.266816288
3448,0.288203806
3449,0.255355805
3450,0.25874427
3451,0.533230484
3452,0.256977677
3453,0.007062499
3456,0.000296224
3457,0.270784855
3458,0.503329933
3459,0.011035305
3460,0.533480287
3461,0.004293544
3462,0.253504962
3463,0.502651095
3464,0.256437212
3466,0.274763733
3467,0.001813557
3468,0.004655772
3469,0.500174105
3470,0.250260413
3471,0.532234728
3472,0.034337152
3473,0.031082939
3474,0.522932887
3475,0.267075658
3476,0.257351279
3477,0.003692318
3478,0.004275885
3479,0.00427582
3480,0.264250726
3481,0.518693209
3483,0.28548339
3484,0.253612638
3485,0.02106753
3486,0.007730422
3487,0.506423473
3488,0.763240457
3489,0.007793403
3490,0.760536611
3491,0.273195982
3492,0.292256325
3493,0.520340264
3494,0.004304532
3495,0.265705198
3496,0.021659423
3497,0.257268906
3498,0.527223349
3499,0.270861924
3500,0.522572696
3501,0.01566031
3502,0.254120827
3503,0.313422471
3505,0.030957948
3506,0.519234121
3508,0.529638767
3510,0.034747098
3511,0.003724935
3513,0.037271623
3514,0.256447792
3516,0.249897361
3517,0.527802467
3519,0.016813582
3520,0.026060849
3521,0.047885939
3522,0.762473464
3523,0.285437375
3526,0.511256754
3527,0.513990164
3528,0.013759252
3529,0.011999096
3530,0.260353774
3531,0.000282265
3532,0.260659486
3534,0.262416989
3537,0.519555569
3540,0.54253751
3541,0.007172741
3542,0.007808749
3543,0.040288966
3544,0.270092279
3545,0.527948678
3546,0.500070512
3547,0.256538123
3548,0.262218565
3549,0.756895185
3550,0.254488975
3551,0.257936567
3552,0.257877558
3553,0.289760262
3554,0.279103667
3556,0.003780615
3557,0.524047256
3558,0.26376304
3560,0.003726721
3561,0.250259101
3562,0.264510423
3564,0.503025532
3565,0.006525237
3567,0.765091956
3568,0.250157475
3569,0.275327682
3570,0.265669376
3572,0.260786563
3573,0.506071866
3574,0.007575211
3575,0.506959319
3576,0.249691844
3577,0.261734277
3578,0.254109174
3579,0.509178519
3580,0.010853347
3581,0.000300651
3582,0.033181533
3583,0.5119766
3584,0.257514983
3585,0.269088805
3587,0.280935049
3589,0.504110575
3591,0.250238001
3592,0.57106781
3593,0.250240803
3594,0.772809148
3595,0.023520177
3597,0.037480347
3598,0.516462326
3599,0.260665834
3601,0.004224822
3602,0.521510005
3603,0.279329509
3604,0.269788414
3606,0.004329401
3607,0.263284534
3608,0.250263214
3609,0.261901796
3610,0.286509424
3611,0.007724323
3613,0.269210339
3615,0.50294584
3618,0.265337914
3619,0.01119765
3620,0.003550367
3621,0.268915743
3622,0.004247793
3624,0.002795025
3625,0.004206139
3626,0.009567462
3627,0.017343095
3628,0.007416517
3629,0.304093212
3630,0.000295151
3631,0.050449487
3632,0.267131299
3633,0.258913189
3634,0.011725358
3635,0.537622631
3636,0.007798176
3638,0.253565669
3639,0.00961795
3640,0.253432006
3641,0.016764823
3642,0.256419808
3645,0.002511907
3646,0.263697654
3647,0.771885157
3648,0.5238325
3649,0.25667721
3650,0.762769103
3651,0.50307107
3652,0.00838024
3653,0.016549168
3654,0.033030622
3655,0.013766336
3656,0.250225991
3657,0.003708498
3658,0.003843053
3659,0.024166184
3660,0.516788542
3661,0.26896587
3662,0.556244493
3663,0.000263526
3665,0.003677489
3666,0.034986049
3667,0.502328873
3669,0.021321798
3670,0.267422438
3674,0.000346593
3675,0.250260115
3676,0.013536528
3677,0.259315461
3678,0.513592064
3680,0.267996401
3682,0.041919317
3683,0.266880304
3684,0.50822407
3687,0.011255943
3688,0.266115904
3690,0.256894022
3691,0.004312265
3693,0.003605706
3694,0.027579825
3695,0.253480524
3696,0.007209296
3697,0.503026664
3699,0.534148335
3700,0.028059401
3701,0.263707697
3702,0.256423831
3703,0.509749293
3704,0.003670237
3705,0.252700567
3706,0.017918244
3707,0.513161838
3708,0.273919195
3709,0.257037729
3710,0.253059208
3711,0.507631958
3712,0.256368756
3714,0.013866272
3715,0.014097693
3716,0.268422663
3717,0.000262126
3718,0.267250299
3719,0.017222147
3720,0.522582233
3721,0.003722606
3722,0.264125347
3724,0.526611388
3726,0.0283718
3727,0.261367589
3728,0.518446803
3729,0.509435833
3730,0.500163853
3731,0.25360328
3732,0.270084858
3733,0.076182142
3734,0.000288194
3737,0.012135074
3738,0.509128571
3740,0.008207549
3741,0.020255517
3742,0.003715301
3743,0.504111171
3744,0.021644872
3745,0.253626198
3747,0.000269157
3748,0.00376236
3749,0.255920857
3750,0.258675665
3751,0.322946995
3753,0.011812892
3754,0.003686131
3756,0.011560075
3757,0.054225564
3758,0.503382683
3759,0.51540184
3760,0.253551513
3761,0.511993408
3762,0.265478194
3764,0.26201883
3765,0.038511477
3766,0.519907832
3767,0.277906537
3768,0.014139144
3769,0.257599503
3770,0.04923537
3772,0.25653559
3774,0.029054143
3775,0.266561806
3776,0.253478229
3777,0.003724333
3778,0.260032028
3781,0.516613781
3782,0.021197926
3783,0.265756309
3784,0.250120431
3785,0.009538149
3786,0.063159622
3787,0.004158505
3788,0.274311036
3789,0.275625288
3790,0.250054538
3791,0.037911214
3792,0.508354723
3793,0.000266873
3794,0.267062753
3796,0.560912251
3797,0.000286235
3798,0.003740655
3799,0.301960737
3801,0.310040951
3802,0.01293093
3804,0.000386477
3805,0.251975834
3807,0.004279188
3809,0.025594767
3810,0.286089212
3811,0.383899748
3812,0.257057816
3813,0.511939108
3814,0.020974312
3817,0.00774251
3818,0.254126161
3819,0.256761104
3820,0.0106738
3822,0.007868981
3823,0.506604552
3824,0.288345605
3825,0.00347822
3826,0.273443639
3827,0.272751927
3828,0.531550169
3829,0.517097592
3830,0.261870444
3831,0.253344208
3832,0.0082154
3836,0.02502377
3837,0.004256808
3838,0.503581107
3839,0.266381234
3840,0.52420938
3842,0.004217718
3843,0.003651683
3844,0.270002484
3845,0.003743829
3846,0.01173798
3847,0.257478565
3848,0.003716634
3849,0.288222283
3850,0.261130929
3851,0.769844651
3852,0.000295634
3853,0.250090837
3855,0.000259728
3856,0.254212469
3857,0.260159433
3858,0.004298805
3859,0.004255254
3861,0.536883831
3863,0.011822124
3864,0.012448467
3865,0.259181857
3866,0.000287906
3867,0.254178524
3868,0.256796449
3869,0.259871095
3870,0.000274355
3871,0.013594596
3872,0.007661916
3873,0.003708134
3874,0.312312961
3875,0.760956407
3876,0.017082665
3877,0.257596821
3878,0.012207394
3879,0.586704791
3880,0.009066762
3881,0.015028344
3883,0.002451268
3884,0.017468484
3885,0.546579123
3886,0.26110974
3888,0.003513666
3889,0.004218674
3890,0.012174548
3891,0.507166326
3892,0.51981616
3893,0.00443749
3895,0.307137996
3896,0.007884599
3897,0.753264189
3898,0.009137393
3899,0.503631175
3900,0.003713836
3901,0.519840837
3902,0.000280353
3903,0.012066294
3904,0.022131754
3905,0.010567277
3907,0.021633644
3908,0.265114844
3909,0.262074709
3910,0.264975965
3911,0.305290401
3912,0.003548824
3913,0.01201171
3915,0.26836729
3917,0.26266709
3918,0.528148234
3919,0.003679383
3921,0.250164479
3922,0.034131166
3923,0.000375258
3924,0.26047805
3925,0.008098503
3926,0.263861805
3927,0.250248432
3928,0.502760649
3929,0.26024428
3931,0.012317216
3932,0.000264608
3933,0.279366225
3934,0.289858282
3935,0.503933728
3937,0.650862336
3938,0.753237009
3939,0.010715388
3940,0.250107229
3942,0.253759593
3943,0.024010748
3944,0.000290954
3946,0.280186504
3947,0.269492626
3948,0.007734851
3949,0.032851256
3950,0.008349996
3951,0.003734119
3952,0.003690362
3953,0.763041675
3954,0.273168176
3955,0.287140042
3956,0.253007203
3957,0.007483616
3959,0.502841592
3960,0.26707074
3961,1.022215486
3962,0.003666257
3963,0.250188798
3964,0.016137673
3966,0.268250346
3967,0.010463673
3970,0.266602606
3971,0.286079615
3972,0.250242889
3973,0.265954226
3974,0.00029058
3975,0.524196327
3976,0.003727443
3979,0.295821369
3980,0.253615499
3981,0.278156877
3982,0.506342053
3983,0.003912961
3984,0.034065641
3985,0.261522651
3986,0.528105676
3987,0.540655971
3989,0.509863138
3990,0.50399524
3991,0.003629025
3992,0.013528043
3993,0.017003704
3994,0.260310292
3996,0.51642108
3997,0.262060106
3998,0.516232848
3999,0.007197295
4004,0.25014919
4005,0.257352591
4006,0.522309303
4007,0.505035102
4008,0.376898617
4009,0.532333374
4010,0.28648296
4011,0.505848646
4012,0.000289008
4013,0.016619042
4014,0.267104864
4016,0.518581867
4018,0.006892522
4019,0.254160076
4020,0.514861822
4021,0.015781576
4023,0.256956071
4024,0.007716894
4026,0.252575904
4027,0.000273983
4028,0.253089428
4029,0.512785494
4030,0.2563124
4031,0.033939835
4032,0.003619679
4033,0.262409329
4034,0.502664685
4035,0.003676077
4036,0.030702226
4038,0.527308881
4039,0.009472021
4040,0.257966727
4041,0.772939026
4042,0.27066946
4043,0.003633312
4044,0.02317925
4045,0.292592287
4047,0.265680909
4048,0.260865152
4050,0.00027277
4051,0.263854355
4052,0.029704703
4053,0.007289045
4054,0.256844133
4055,0.258518636
4056,0.252953529
4058,0.264668465
4059,0.260694802
4060,0.50743103
4063,0.008011705
4065,0.51317656
4066,0.250114352
4067,0.250211477
4068,0.503135026
4069,0.007178663
4070,0.256937504
4071,0.023750383
4072,0.007770039
4073,0.254296571
4074,0.507455885
4075,0.007878474
4077,0.004300572
4078,0.003884692
4079,0.013350184
4080,0.007735297
4081,0.007049602
4082,0.250219226
4083,0.249941424
4084,0.008182411
4085,0.003759967
4086,0.285397947
4087,0.523733616
4088,0.007462236
4089,0.021955058
4090,0.297760099
4091,0.250065714
4092,0.254282653
4094,0.305534899
4095,0.278264999
4096,0.256762713
4097,0.05202448
4098,0.031806909
4099,0.264995337
4100,0.018562732
4101,0.256338537
4102,0.277805805
4104,0.003617264
4105,0.256940871
4106,0.259343565
4107,0.021482749
4109,0.520757437
4110,0.006849543
4112,0.003548936
4113,0.261405259
4114,0.758090913
4116,0.514710963
4117,0.003796136
4118,0.009728646
4119,0.259865761
4120,0.50610882
4121,0.256499022
4122,0.299846083
4124,0.00027384
4125,0.256090909
4126,0.013723545
4127,0.255416602
4128,0.008187103
4129,0.253098428
4131,0.000286023
4132,0.269584537
4133,0.260255426
4136,0.066914499
4137,0.257073045
4138,0.006851448
4139,0.506620586
4140,0.256917626
4141,0.003779386
4142,0.268027425
4143,0.004229101
4144,0.254240215
4145,0.263669968
4146,0.006635915
4147,0.296150386
4148,0.266827583
4149,0.263954192
4150,1.022423983
4151,0.007736254
4152,0.521827817
4153,0.268464357
4154,0.003717656
4156,0.000281504
4158,0.5204916
4159,0.25421077
4160,0.010625612
4163,0.025551964
4164,0.504299104
4165,0.253035516
4167,0.255257487
4168,0.766362667
4169,0.017101552
4170,0.268980622
4172,0.250186622
4173,0.252855867
4174,0.292964548
4175,0.010024573
4176,0.27221778
4177,0.263067901
4178,0.025611626
4179,0.009993546
4180,0.275533468
4181,0.5053882
4182,0.259134859
4183,0.263800442
4185,0.513817191
4186,0.000314273
4187,0.256910831
4188,0.014936743
4189,0.253622591
4190,0.011953318
4191,0.25636676
4192,0.259294838
4193,0.007200349
4194,0.017803714
4195,0.011223422
4196,0.007761846
4197,0.257040381
4198,0.257135481
4200,0.015613953
4201,0.023422919
4203,0.014066485
4204,0.00888298
4205,0.263393819
4207,0.000278951
4208,0.011106187
4209,0.004161954
4210,0.260716796
4212,0.501752615
4213,0.000257703
4214,0.262833714
4215,0.53622961
4216,0.272081554
4217,0.026284771
4218,0.262048215
4219,0.259735584
4220,0.519949734
4221,0.038325444
4223,0.013732105
4224,0.273519009
4225,0.276781708
4226,0.003883443
4227,0.012802344
4229,0.01347422
4230,0.339393437
4231,0.001420723
4232,0.253562778
4233,0.013170252
4234,0.258772135
4235,0.256262362
4237,0.007053575
4239,0.250188798
4240,0.268315077
4241,0.000251569
4242,0.760460556
4243,0.516416907
4244,0.021601114
4245,0.018022954
4246,0.000244025
4248,0.253644466
4249,0.253645122
4251,0.01046612
4252,0.000249632
4253,0.003315445
4254,0.01089051
4255,0.008980558
4256,0.265927464
4257,0.007086192
4258,0.501862645
4259,0.265146554
4260,0.052604586
4261,0.003560503
4262,0.505289733
4263,0.01505938
4266,0.003647224
4267,0.281572223
4268,0.002948128
4269,0.253564715
4270,0.004310706
4271,0.041596148
4272,0.50380671
4273,0.2725178
4274,0.011232199
4275,0.528381228
4276,0.249817878
4277,0.522226036
4278,0.267175615
4279,0.012178729
4280,0.004214503
4281,0.270797402
4282,0.007639496
4283,0.507014394
4284,0.265701354
4285,0.25344795
4286,0.504030645
4287,0.264281958
4288,0.512098253
4290,0.000247208
4291,0.046345066
4293,0.004102064
4294,0.016779989
4297,0.514335215
4298,0.261270404
4299,0.257475376
4300,0.253474236
4301,0.006272023
4302,0.518482983
4303,0.0076849
4305,0.017410241
4307,0.00371483
4309,0.537269175
4310,0.26025793
4311,0.505730391
4312,0.502840042
4313,0.022037871
4314,0.284526676
4315,0.007679327
4317,0.003671843
4318,0.003674927
4320,0.003705718
4321,0.000254774
4322,0.253496706
4323,0.012197152
4324,0.25776425
4325,0.518148065
4326,0.013719139
4327,0.253070444
4328,0.256664097
4329,0.507512629
4330,0.269377738
4331,0.003690712
4332,0.274182886
4333,0.003702349
4334,0.265945196
4335,0.000258371
4336,0.250196785
4337,0.506650984
4338,0.502984464
4339,0.003657951
4341,0.268727481
4342,0.026270254
4343,0.261830002
4344,0.506261706
4345,0.253050774
4347,0.507846355
4348,0.256956249
4349,0.270448804
4350,0.256556898
4351,0.010154838
4352,0.006418412
4353,0.509469151
4354,0.2612634
4355,0.253686935
4356,0.261333853
4357,0.016231369
4358,0.015639026
4359,0.000283045
4360,0.000295771
4361,0.259522706
4362,0.003742214
4363,0.007361219
4364,0.252835244
4365,0.257607669
4366,0.011010169
4367,0.003399151
4369,0.012596954
4370,0.0347527
4371,0.501672387
4372,0.506786942
4374,0.256028563
4376,0.003765754
4377,0.253290743
4378,0.255316913
4379,0.096046656
4381,0.019293135
4382,0.022000905
4383,0.255692095
4384,0.264626473
4386,0.269085675
4388,0.026244834
4390,0.503361046
4392,0.256673485
4393,0.000266596
4394,0.298881292
4395,0.271451056
4397,0.253704429
4398,0.00025006
4399,0.265762389
4402,0.502891421
4403,0.503888726
4404,0.26091525
4405,0.034060221
4406,0.004253311
4407,0.007573972
4408,0.003670985
4409,0.003790579
4410,0.254217595
4411,0.516983211
4412,0.252722323
4413,0.034660436
4414,0.013878452
4415,0.272113353
4416,0.022922184
4418,0.275271744
4419,0.003522678
4420,0.503598809
4421,0.311606169
4422,0.262991905
4423,0.259842038
4424,0.003791381
4425,0.013468545
4426,0.249508157
4429,0.253614277
4430,0.253362954
4431,0.501887381
4434,0.253507137
4437,0.272267848
4438,0.506415009
4439,0.304530174
4440,0.256940782
4441,0.77177459
4442,0.256135553
4445,0.530645072
4446,0.019554375
4447,0.50724858
4448,0.250239015
4449,0.002100043
4450,0.253416836
4451,0.025475334
4452,0.260085374
4453,0.025620123
4455,0.262186915
4457,0.26401335
4458,0.002972103
4459,0.001768776
4460,0.03063437
4461,0.00423236
4463,0.54856056
4464,0.521354079
4465,0.020387692
4466,0.003645304
4467,0.253275841
4468,0.51171124
4469,0.271738887
4470,0.27094391
4471,0.512338519
4472,0.260086477
4473,0.515465796
4474,0.003099601
4475,0.00362451
4476,0.253340095
4477,0.533648014
4478,0.263796836
4479,0.250222087
4480,0.5085392
4482,0.265625745
4483,0.25417161
4484,0.011782742
4485,0.007477642
4486,0.017911429
4487,0.000309516
4488,0.554511786
4489,0.263232946
4491,0.25310275
4492,0.302892447
4493,0.016262412
4494,0.005037109
4495,0.298992336
4496,0.052148178
4497,0.00782908
4498,0.768943965
4499,0.260487586
4500,0.262129486
4501,0.269383341
4502,0.256759554
4503,0.017935513
4504,0.005202404
4505,0.511859775
4506,0.252332568
4507,0.26827547
4509,0.25687474
4510,0.253002167
4511,0.266135246
4512,0.003864347
4513,0.006476092
4514,0.257641643
4515,0.011996918
4516,0.512037218
4517,0.254235327
4518,0.056980073
4519,0.256098628
4521,0.288377821
4522,0.003674618
4523,0.518912375
4525,0.013799412
4526,0.021103505
4527,0.272589713
4528,0.253076136
4529,0.262864232
4530,0.017956929
4531,0.252841502
4534,0.010551454
4536,0.249907702
4537,0.007483224
4538,0.249971479
4539,0.258250356
4540,0.288814038
4541,0.021220889
4542,0.021430485
4543,0.536450624
4544,0.003591661
4545,0.518575788
4547,0.260282218
4548,0.044873279
4549,0.016950363
4550,0.519774616
4551,0.265727103
4552,0.004317498
4553,0.00820348
4554,0.004221945
4555,0.537907004
4556,0.007516123
4557,0.000300693
4558,0.499846637
4560,0.269624382
4561,0.532822788
4563,0.766354799
4565,0.273612589
4566,0.521959364
4567,0.003801448
4568,0.015916735
4569,0.00926438
4570,0.294090956
4571,0.256146222
4572,0.046598963
4574,0.000280771
4575,0.551693559
4576,0.007705197
4577,0.261026859
4578,0.016573008
4579,0.258170813
4580,0.255077928
4582,0.000258921
4583,0.263266623
4584,0.506029606
4585,0.141742244
4586,0.506721795
4587,0.254259586
4588,0.00419223
4590,0.003685666
4591,0.000264419
4593,0.262840271
4594,0.011610436
4595,0.254138499
4596,0.268238604
4597,0.003717158
4598,0.255349338
4599,0.250005215
4600,0.275332987
4601,0.526921272
4602,0.280961215
4604,0.535120666
4605,0.014575703
4606,0.256884336
4609,0.265378743
4610,0.007683358
4611,0.26768133
4612,0.011000805
4613,0.266593337
4614,0.279568225
4615,0.033654008
4618,0.54303956
4619,0.003616259
4620,0.004309963
4621,0.00765876
4622,0.000263204
4623,0.004267114
4624,0.249952555
4625,0.0073495
4626,0.029192012
4627,0.260605872
4629,0.254045457
4630,0.273090303
4631,0.498245746
4632,0.511861086
4633,0.003727019
4634,0.524925828
4637,0.031592332
4638,0.010226382
4639,0.529360414
4640,0.285690695
4641,0.272385836
4642,0.272174269
4644,0.273293465
4645,0.272560358
4646,0.516079724
4647,0.52066344
4648,0.289739609
4649,0.506296158
4650,0.007502847
4652,0.00032001
4653,0.000296248
4655,0.000254042
4656,0.025580395
4657,0.012818316
4658,0.260655582
4659,0.011840502
4660,0.275020391
4661,0.297908843
4662,0.269932091
4663,0.015226075
4664,0.283315986
4665,0.011722763
4666,0.25713253
4667,0.004159483
4668,0.290109038
4669,0.280060291
4672,0.250234216
4673,0.250218838
4674,0.28563422
4675,0.256207496
4676,0.250202894
4677,0.004347197
4679,0.256913751
4680,0.01514562
4681,0.017214525
4682,0.010929984
4683,0.510531127
4684,0.250937998
4685,0.007224073
4687,0.011732745
4688,0.289431781
4689,0.000292924
4690,0.250164062
4691,0.262813509
4692,0.51145041
4693,0.004473546
4694,0.000359329
4695,0.007023185
4696,0.003770522
4698,0.000317375
4699,0.010652335
4701,0.544644475
4702,0.015130333
4703,0.013951715
4704,0.275014937
4705,0.254296273
4706,0.5012604
4707,0.011370097
4708,0.265176415
4709,0.250442982
4710,0.253344953
4712,0.268292934
4713,0.257557303
4714,0.293189794
4716,0.25662604
4717,0.025612211
4718,0.004530432
4719,0.018081356
4720,0.004473154
4721,0.254363656
4722,0.253157437
4723,0.253139079
4725,0.279091656
4726,0.273901045
4727,0.260199726
4728,0.026329935
4729,0.26618138
4730,0.253262728
4731,0.503754973
4733,0.264988124
4734,0.257316679
4735,0.326594025
4736,0.257802784
4738,0.510409474
4739,0.020386226
4740,0.254143596
4741,0.510170579
4742,0.516501606
4743,0.275496781
4744,0.263563454
4745,0.000316914
4746,0.000376871
4747,0.513349891
4748,0.015684595
4749,0.008367443
4750,0.026282594
4752,0.00944583
4753,0.016562996
4754,0.013899185
4755,0.270702988
4756,0.523221731
4757,0.00387122
4758,0.007742984
4759,0.517446995
4760,0.260217726
4761,0.028831605
4762,0.000338543
4763,0.013106493
4765,0.011709148
4766,0.510335445
4767,0.255968988
4768,0.268082529
4769,0.004305347
4770,0.01570132
4771,0.016897645
4772,0.284274787
4773,0.279974461
4774,0.266881824
4775,0.033955958
4776,0.00359497
4777,0.000492545
4779,0.296929777
4780,0.007220196
4782,0.252160043
4784,0.253075063
4785,0.263098776
4786,0.004349139
4787,0.268001407
4788,0.817385495
4789,0.000338724
4790,0.000295344
4791,0.01688686
4793,0.0038187
4794,0.020507207
4795,0.007723705
4796,0.018249813
4797,0.006823675
4798,0.003597779
4799,0.007235306
4800,0.263982356
4801,0.256866634
4803,0.262363583
4804,0.2790609
4806,0.026246086
4807,0.257029355
4808,0.015397096
4809,0.278397709
4810,0.000362033
4811,0.313651353
4812,0.256780088
4813,0.004811395
4814,0.28258273
4815,0.282837719
4816,0.008296147
4817,0.264855891
4818,0.004757046
4819,0.262262106
4820,0.00036271
4821,0.003828114
4823,0.257524759
4824,0.532842398
4826,0.247480989
4827,0.027455045
4828,0.26275906
4829,0.286973327
4830,0.26755622
4831,0.007077447
4834,0.257300764
4835,0.007648333
4836,0.261842668
4837,0.00377688
4838,0.014975036
4839,0.003636114
4840,0.000333767
4842,0.506776631
4843,0.501267314
4844,0.004673576
4845,0.269310504
4846,0.51435709
4847,0.263655066
4848,0.504058123
4849,0.007882501
4850,0.260961711
4851,0.503366053
4852,0.507202268
4853,0.253655165
4854,0.000345334
4855,0.272977322
4856,0.25766331
4857,0.018919291
4858,0.253631234
4860,0.269348145
4861,0.254186153
4862,0.253614575
4863,0.257093012
4864,0.282502234
4865,0.515514135
4866,0.00032943
4867,0.020728894
4869,0.267246276
4870,0.285246581
4871,0.252681047
4872,0.250246674
4874,0.007611007
4875,0.003757918
4877,0.253385693
4878,0.263879597
4880,0.003878283
4882,0.003771092
4883,0.003754527
4884,0.03026654
4887,0.259044558
4888,0.010960716
4890,0.251470923
4891,0.527592182
4892,0.018007744
4893,0.253469467
4895,0.264828056
4897,0.50993228
4898,0.017426347
4899,0.51315999
4900,0.505316973
4901,0.262780637
4902,0.006932503
4904,0.514518082
4905,0.294531435
4906,0.263853639
4908,0.510657132
4910,0.003236455
4911,0.004449259
4912,0.009075269
4914,0.262868643
4916,0.01215419
4917,0.021263976
4918,0.268192112
4919,0.77090168
4920,0.000335964
4921,0.277243465
4922,0.026897829
4923,0.011353655
4924,0.276268095
4925,0.512460291
4927,0.000367038
4928,0.007575619
4929,0.525107563
4930,0.007717159
4931,0.25424999
4932,0.273828059
4933,0.52779901
4934,0.020787969
4935,0.781245232
4936,0.007654384
4938,0.000675071
4939,0.065634437
4941,0.051320173
4942,0.335958123
4943,0.010170478
4946,0.254292935
4947,0.033802405
4948,0.254684061
4949,0.284660965
4950,0.000562846
4951,0.250596732
4952,0.047406357
4953,0.329630166
4954,0.257694036
4955,0.00731394
4956,0.02290177
4957,0.269151121
4958,0.250423104
4960,0.257362634
4961,0.250074536
4962,0.018176513
4964,0.000541865
4965,0.271393776
4966,0.262675077
4968,0.53265518
4969,0.02277955
4970,0.015136197
4971,0.000539394
4972,0.00343951
4973,0.506772459
4974,0.270044178
4976,0.269605845
4977,0.281072229
4978,0.007458199
4979,0.273112595
4981,0.008803464
4982,0.014213509
4983,0.258534491
4984,0.267577171
4985,0.000964097
4986,0.277371615
4987,0.00387736
4988,0.00379387
4989,0.023392156
4990,0.000579707
4991,0.007752792
4993,0.032896932
4995,0.007047979
4996,0.029747359
4997,0.008059721
4998,0.256637424
4999,0.281311303
5000,0.045650594
5001,0.253740728
5003,0.003830734
5004,0.006115386
5005,0.014338674
5006,0.266287923
5007,0.264571637
5008,0.000430783
5009,0.008499967
5010,0.026241131
5011,0.293322384
5012,0.004544674
5013,0.003844457
5014,0.008120046
5016,0.015565858
5017,0.017617278
5018,0.032905683
5019,0.025878333
5020,0.69798857
5022,0.25286597
5023,0.278207451
5024,0.271600485
5025,0.008251038
5026,0.261995912
5027,0.252158433
5028,0.003839851
5029,0.016029224
5030,0.25842613
5032,0.256823868
5033,0.278086245
5034,0.046252403
5035,0.254579723
5036,0.009391141
5037,0.000613806
5038,0.007643837
5039,0.030881915
5040,0.265236318
5041,0.260526538
5042,0.007350825
5043,0.2648727
5045,0.265354723
5046,0.009563575
5049,0.300072372
5050,0.256637961
5051,0.53062135
5053,0.003732251
5054,0.124287933
5055,0.012884884
5056,0.269703656
5057,0.012352073
5058,0.260499537
5059,0.264583498
5060,0.021297727
5062,0.007291563
5063,0.007271774
5064,0.003806901
5065,0.017508529
5066,0.024980377
5067,0.017734589
5068,0.51649344
5070,0.003802307
5071,0.274228543
5072,0.24987039
5073,0.003838037
5074,0.276566565
5076,0.003848683
5077,0.291888267
5078,0.253650784
5079,0.015534355
5080,0.003691021
5081,0.00398359
5082,0.25027582
5083,0.505700231
5084,0.266416222
5085,0.288704515
5086,0.015783262
5087,0.257769704
5088,0.274688691
5089,0.274357587
5090,0.260632485
5091,0.264231205
5092,0.26742807
5093,0.029146031
5094,0.030142594
5095,0.013101363
5097,0.253071457
5098,0.503438234
5099,0.017850302
5100,0.034459349
5103,0.022119492
5104,0.007844981
5105,0.259608954
5106,0.509261787
5107,0.253601134
5108,0.014680473
5109,0.253284901
5110,0.350759953
5111,0.253679812
5113,0.004375697
5114,0.024243198
5115,0.25609386
5116,0.254360348
5117,0.30232352
5118,0.000352847
5119,0.260336012
5121,0.005572774
5123,0.262627572
5124,0.518065691
5125,0.021702914
5126,0.003759666
5127,0.267179847
5128,0.268185794
5130,0.007664372
5132,0.531780005
5133,0.004370463
5134,0.279057235
5135,0.052963506
5136,0.004241506
5137,0.133713871
5139,0.003686789
5140,0.005830397
5141,0.252823025
5142,0.252493382
5144,0.003847565
5145,0.000387934
5146,0.00827231
5147,0.000346068
5148,0.010184891
5149,0.254255086
5150,0.530134559
5151,0.27622816
5152,0.279800087
5153,0.260769844
5154,0.262280285
5157,0.520319402
5158,0.027453501
5160,0.013335928
5161,0.007058235
5162,0.506424904
5163,0.003703095
5164,0.00375764
5165,0.003829383
5166,0.020958165
5167,0.272624791
5168,0.003762045
5169,0.759573817
5170,0.022841955
5171,0.257038981
5172,0.003439285
5173,0.253072411
5174,0.26418677
5176,0.02063429
5177,0.250239551
5178,0.003888336
5179,0.004919374
5181,0.003513613
5184,0.028082669
5185,0.258156776
5186,0.260873318
5187,0.271492004
5188,0.011796657
5189,0.273267478
5190,0.023851223
5191,0.266248435
5192,0.012264667
5193,0.267781347
5194,0.505563438
5196,0.008039192
5197,0.013699472
5199,0.007730864
5200,0.25029847
5201,0.000372941
5202,0.274176925
5203,0.000417843
5204,0.00383792
5205,0.768134773
5206,0.029536303
5207,0.254306972
5209,0.015419788
5211,0.278285176
5212,0.263520002
5213,0.003919526
5214,0.000358303
5215,0.321938276
5216,0.270500928
5217,0.004136201
5218,0.010606487
5220,0.256795406
5221,0.249734119
5222,0.003595895
5223,0.003347598
5224,0.007688191
5225,0.005347979
5226,0.003685496
5227,0.263335496
5228,0.519753218
5230,0.426364541
5231,0.256969273
5232,0.262585074
5233,0.010634121
5234,0.011156186
5235,0.003900232
5236,0.508705616
5238,0.282579094
5239,0.252974063
5240,0.003826971
5241,0.253662199
5242,0.003852807
5243,0.008186839
5244,0.51149106
5245,0.014009845
5249,0.008432792
5250,0.513916016
5251,0.013595712
5252,0.25916034
5255,0.253073841
5257,0.017345976
5258,0.294096053
5260,0.000345187
5262,0.270991355
5263,0.269655913
5265,0.272220463
5266,0.003771917
5267,0.013955436
5269,0.250265598
5270,0.262727886
5271,0.264974624
5272,0.260978192
5273,0.260636181
5274,0.278519005
5275,0.312231302
5276,0.00432541
5277,0.007877049
5278,0.513363302
5279,0.001026098
5280,0.031411767
5281,0.256474704
5282,0.000400938
5284,0.767777801
5285,0.257595181
5286,0.013326691
5288,0.268284082
