Step,class_contrastive_both_mod_single_label_imgs - train_rgb_class_pull_loss_rgb
333,0.999991655
334,0.999776125
335,1.000085354
336,0.999328613
337,0.999732077
338,0.750647604
339,0.999800682
340,0.999806345
343,0.500141621
344,1.000093102
345,0.999786139
346,0.999925792
347,0.750318289
348,0.999725759
349,0.750305831
351,0.99984324
352,0.750252128
353,0.99999851
354,0.999667585
355,1.000001311
356,0.750419617
357,0.75034219
358,0.999741316
360,0.750119388
361,0.999806404
362,0.999586523
363,0.500781298
364,0.999540031
365,0.99982661
366,0.9993487
367,0.749965906
368,0.999604642
369,1.00012815
370,0.749794304
371,0.999715209
372,0.75007534
373,0.999631763
374,0.999958038
375,0.750031888
376,0.999851704
378,0.99967593
379,0.999944866
381,0.750142157
382,0.999749243
383,0.999625921
384,0.750028968
385,0.999660909
386,1.000005245
387,0.999860585
388,0.749901295
389,0.750147462
390,0.999958158
391,0.999673843
392,0.75001359
393,0.749990284
394,0.750238299
395,0.999490857
396,0.75043714
397,0.999874532
398,0.999668539
399,0.999549866
400,0.999882579
402,0.750094771
403,0.999586344
405,0.750379145
406,0.749925196
407,0.500254869
408,0.749957919
409,0.500504494
410,1.00001514
411,0.999477565
412,1.00008297
413,0.750053585
414,0.750455976
415,0.749965668
416,0.750121474
417,0.999915957
418,0.750018895
420,0.750426531
422,0.750211537
423,0.999988139
424,0.999944687
425,0.999312222
426,0.750197887
427,0.999800086
428,1.00007391
429,0.749892116
430,0.999790728
432,0.750250936
433,0.750555456
435,0.99957788
436,0.999968588
437,0.999461651
438,0.999128282
439,0.999329567
440,0.750197172
441,0.999225497
442,0.750330567
443,0.999793053
444,0.750313282
445,0.75076139
446,0.750160217
447,1.000093937
448,0.750217497
449,0.750463903
450,0.999661863
451,0.999824584
452,0.999535561
453,0.499857485
454,0.749961257
455,0.999590635
456,0.750023484
457,0.999667168
459,0.99970758
460,0.749892473
461,0.750335813
462,0.99966526
463,0.500454962
464,0.750150681
465,0.500068665
466,0.999655008
468,0.999777198
469,0.749896407
470,0.750279605
471,0.999361396
472,0.999648809
473,1.000114202
474,0.750216186
475,1.000048876
476,0.999743164
477,0.999966145
478,0.999894738
479,0.750068188
480,1.000068426
481,0.749769509
482,0.750024319
483,0.999666274
484,0.999435663
486,0.749789238
487,0.750340223
488,0.750145018
489,0.749862373
490,0.500465155
491,0.749993801
492,1.000195503
493,0.999612689
494,0.999928474
496,0.750421286
497,0.750137329
498,0.999207139
499,1.00028038
501,0.999917865
502,0.999402821
503,0.750216603
504,0.75002259
505,0.999590337
506,0.500370562
507,0.999944091
508,0.999514937
509,1.000122786
511,0.999483168
513,0.999738693
514,0.749867797
515,0.500605643
516,0.75004369
517,0.999790311
518,0.750062466
519,0.750053465
520,0.999703884
521,0.500352144
522,1.000140548
524,0.99996078
525,0.750028431
526,0.99960506
527,1.00001812
528,0.749928236
529,0.749926329
530,0.749841809
531,0.999974787
533,0.999316573
535,0.999345601
536,0.750559449
537,0.999659717
538,0.750158191
541,0.501038015
542,0.750233054
544,0.749995589
545,0.749689519
547,0.749868631
548,0.999857426
549,0.500210762
550,0.999894857
552,0.999753058
553,1.000558138
554,0.749479711
555,0.748969615
556,1.00031662
558,0.750332773
559,0.999232173
560,0.999098659
561,0.99624896
562,0.999076664
563,0.750446975
564,0.749745071
565,0.999809027
567,0.997376263
569,0.500370741
570,0.999638975
571,0.999715328
572,0.750546813
573,0.998593092
574,0.750293255
575,1.000353456
576,0.750768542
577,0.749930501
578,0.500493705
581,0.998529792
582,0.749375522
584,0.750406146
585,0.999120176
586,0.750177681
588,0.999614716
589,0.99850893
590,0.999846578
592,1.000545859
594,0.998508394
595,1.000655174
596,0.999317884
597,0.751475632
598,0.750620723
599,0.999679625
600,0.999684453
601,0.999704719
602,0.750732899
604,0.99888581
605,0.749483109
606,0.749005914
607,1.000496745
608,0.998144746
609,0.253166258
610,0.998457551
611,0.997632623
612,0.749415338
613,1.000093937
614,0.750415981
615,0.998850107
616,0.99905318
617,0.746525407
618,0.997842133
619,0.997877419
621,0.999293923
622,0.997794747
624,1.000237465
625,0.997922122
626,0.75230062
627,0.999062419
628,0.999085784
629,0.751442611
630,0.751891255
631,1.001250744
632,0.998912275
633,0.997548282
634,0.749939978
635,0.750554919
636,0.996392965
637,0.501927674
638,0.999770522
640,0.75018239
641,0.7492342
643,0.754950106
644,0.500082552
645,0.754262686
646,0.747011721
648,0.995307684
649,0.507358849
651,0.996013641
652,0.750795424
653,1.000823021
655,0.994820178
656,0.999493182
657,0.985695541
658,0.749725699
660,0.505303741
662,0.752880812
664,0.996399462
665,0.751811445
666,0.9919433
667,0.994591177
668,0.758618236
669,0.759964347
670,1.006798983
671,0.760272503
672,0.754410267
673,0.753855228
676,0.990992308
677,0.764390588
678,0.512697518
679,0.979727447
680,0.752840281
681,0.994436443
682,0.993723989
683,0.74294287
685,0.752764106
686,0.758245349
687,0.976661682
689,0.753147185
690,0.969593227
691,0.753816366
692,0.66316098
693,0.737030506
695,0.986242592
696,0.750858426
698,1.00011456
699,0.999676228
700,1.000020266
702,0.750430942
703,1.000062227
704,0.500667989
705,0.999949992
706,1.000004053
707,0.999863863
708,1.000034332
709,0.750179231
710,0.750187278
711,0.999948502
712,0.999929011
713,0.999952793
715,0.500378728
716,0.50033474
717,0.75012821
718,0.750092745
720,0.999972224
721,0.999966025
722,0.750162363
724,0.750056982
725,0.999812841
726,0.999969125
729,0.999967575
730,1.000000358
731,0.750071228
732,0.75008285
733,0.999997377
734,0.999975204
737,1.000180244
738,0.500084639
739,0.999864221
740,0.998601615
742,1.104408264
743,0.750411749
745,0.999782562
746,0.763420045
747,1.010499477
748,0.999501705
749,0.747693717
750,0.759572864
751,0.99993968
752,0.900707722
753,0.750875235
754,0.998916507
757,1.026640058
758,0.761469603
759,0.750102937
760,0.999918222
761,0.999877572
763,0.527160108
764,1.007263064
765,0.814546645
766,0.75112921
767,0.748817503
768,0.999802828
769,0.999123812
770,0.997078836
771,0.950235903
773,0.75826782
774,0.993728995
775,0.988213897
776,0.99611491
777,0.799325883
778,0.748503566
779,0.756287217
780,0.941744328
781,0.751935899
783,0.974870145
784,0.761136591
786,0.764097869
787,0.978004515
788,0.767673135
789,0.986678898
790,0.608652771
792,0.710802615
793,0.799395859
794,0.734549999
795,1.015882969
796,0.889979839
797,0.924564004
798,0.778751969
799,1.03009069
800,0.820897996
801,0.776656389
802,0.940890431
803,0.573896766
804,0.689914227
805,0.936455846
807,0.923015118
808,0.74346745
810,0.678078532
811,0.796206713
812,1.272840381
813,1.102851868
814,0.526588321
815,0.858831465
816,0.484034508
817,1.014411449
818,0.743855536
820,1.166414618
821,0.851296365
822,0.657893419
823,1.295911789
824,0.95217824
825,0.916131377
826,0.736789465
827,0.829449177
828,0.602759182
829,0.943528116
830,0.764559925
831,0.631847203
832,1.039131641
833,1.061229467
834,1.016147137
835,0.872387767
838,0.865800261
840,1.035701156
841,0.740114212
842,0.992148399
843,0.854565144
844,0.979662061
845,1.018719912
846,0.954135835
848,0.932999432
852,0.955382168
853,1.051703334
854,0.916943491
855,0.902123153
856,0.881896913
857,1.019828439
858,0.867818534
859,0.98574388
860,0.854069829
862,0.782571912
864,0.986295938
865,0.947920203
866,0.854538143
867,0.911876202
868,0.944709539
869,0.915850282
870,0.926735163
871,0.782377243
872,1.051623821
873,0.881138325
875,0.879418314
876,0.965971768
877,0.800638139
878,0.799069166
879,0.859067082
881,0.941625655
882,0.880756855
883,0.799584746
884,0.866928101
885,0.818851709
886,0.869829953
887,0.934463322
888,0.753123224
889,1.059395552
891,0.778795779
892,0.720619977
893,1.107776642
894,0.752952218
895,0.978149891
896,0.92414099
897,0.593162775
898,0.812583506
899,0.773724198
900,0.782321692
903,0.692437649
904,0.775304973
905,0.96360898
907,0.873940229
908,1.045114279
909,0.891750574
910,0.789691925
911,0.995358706
912,0.848720551
914,1.043653607
915,0.877177477
916,1.092040181
918,1.089150906
919,0.871584058
920,0.683159828
921,0.770315766
922,1.020854115
923,1.200452328
924,0.692783952
925,0.998294234
927,0.830770135
929,0.881558001
930,0.418625295
932,0.842888474
933,0.749460757
934,1.073685765
935,0.254886806
936,1.082969666
937,0.922717214
938,0.875870883
939,0.624743879
940,0.752857804
941,0.837941527
942,0.825583458
943,0.838864923
945,0.760857284
946,0.960780621
947,0.631459296
948,0.55737412
949,0.560239553
950,0.543510377
951,1.055949688
952,1.049161434
953,0.713597655
954,0.874750614
955,0.849563479
956,0.831650972
957,0.684016645
959,0.83762151
960,0.689399242
961,0.889953256
962,0.743800163
963,1.055176497
964,0.999954879
965,1.008275509
966,0.871230125
967,0.863771558
970,0.994398534
972,0.925928712
973,0.882923603
974,0.819167137
975,0.801388383
977,1.055763483
980,1.04165411
981,0.760254025
982,0.606841564
984,0.878385663
985,1.076363325
986,0.840160131
987,0.968672454
988,0.950359046
989,0.75037086
990,0.542946875
991,0.497180998
993,0.900458515
994,0.683037043
995,0.601137519
996,0.828962207
997,1.078957438
999,0.713275552
1001,0.741775632
1002,0.7815063
1003,0.846077204
1005,1.070665598
1006,1.179899216
1010,0.346987545
1011,0.7543962
1012,0.857546568
1013,1.050834417
1014,0.810821235
1015,1.093626857
1016,0.970166266
1017,0.783540726
1018,1.039914489
1019,0.999052644
1021,0.716412663
1022,1.16138792
1023,0.911721766
1024,0.959793806
1026,1.206358671
1027,1.038563251
1028,0.602271199
1029,0.949543238
1030,0.897571087
1031,0.918202043
1032,0.662208319
1033,0.576451182
1034,0.960093319
1035,0.978260398
1036,0.379396796
1037,0.542913675
1038,0.882693768
1039,0.929277122
1041,0.83098793
1042,0.798434377
1044,0.991940737
1045,0.852497995
1046,0.559029043
1047,0.960044146
1048,0.625963509
1049,0.631014347
1050,0.91359514
1051,0.662526071
1053,1.074109316
1054,0.846802235
1055,0.769769013
1056,0.738644302
1059,0.80510509
1060,1.14910388
1062,1.010895967
1063,0.7592659
1064,0.375855148
1065,0.935626507
1066,1.174059033
1067,0.728531778
1068,1.016027808
1069,0.744690239
1070,1.105237126
1071,0.562268853
1073,1.027804613
1074,0.544422626
1076,0.454874426
1077,0.982390285
1080,0.620817721
1081,0.280034333
1084,1.057742834
1086,1.199075699
1087,0.988892674
1088,0.378832191
1089,1.259185314
1090,0.7687006
1091,0.768543363
1092,0.759510338
1094,0.535970509
1096,1.183382034
1097,0.777767301
1100,0.401472658
1101,0.590989053
1102,1.124038696
1103,1.403887033
1104,0.972831011
1105,0.530716956
1108,1.476843119
1109,0.650548875
1110,0.447871268
1111,0.695480585
1112,0.715426385
1113,0.790341854
1114,0.883893967
1115,0.296510011
1117,0.271897733
1118,0.399701983
1120,0.861960173
1122,0.505068183
1123,0.388776422
1124,0.725487471
1125,0.464867026
1126,0.485409588
1127,0.067890331
1128,0.650497913
1130,0.976148725
1131,0.324558109
1132,0.169654265
1134,0.440140724
1135,1.115926981
1137,0.648839891
1138,0.695586085
1139,0.9804914
1141,0.679209292
1143,0.368667811
1144,0.328330159
1145,0.362652987
1146,0.25931868
1147,0.008800974
1148,0.081915095
1149,0.659237981
1151,0.546088696
1152,0.411094874
1153,0.203014895
1154,0.697742581
1155,0.252987474
1157,0.401076794
1158,0.318134755
1159,1.491808891
1161,0.280351639
1162,1.029331923
1163,0.272172362
1164,0.610703826
1165,0.158396393
1166,0.263440281
1168,0.347569704
1169,0.3089149
1172,0.513347268
1173,0.372565866
1174,0.370677084
1175,0.562640369
1176,0.273810834
1177,0.601718068
1178,0.275666445
1180,0.531343877
1181,0.077677824
1182,0.450650096
1183,0.422681451
1184,0.29149133
1185,0.916313648
1186,0.057725325
1188,0.29273209
1189,0.014982399
1190,0.347966433
1191,0.333609223
1192,0.57694155
1193,0.01291441
1194,0.671972096
1195,0.313106835
1198,0.028633822
1201,0.008662578
1202,0.016717507
1203,0.598645687
1204,0.515686095
1207,0.27431941
1208,0.51519084
1209,0.517692566
1210,0.284549415
1211,0.285270363
1212,0.524816394
1213,0.841688395
1215,0.793182969
1216,0.083919741
1217,0.511820316
1218,0.019590074
1220,0.532307029
1221,0.771554649
1222,0.32332328
1223,0.529240847
1224,0.264969379
1225,0.020307941
1226,0.552672803
1227,0.516570985
1228,0.289676994
1230,0.807342768
1231,0.510609448
1232,0.011625757
1233,0.263997078
1234,0.059536289
1236,0.032443114
1237,0.503395021
1238,0.782948375
1239,0.009376311
1240,0.508971572
1242,0.512809217
1243,0.541768849
1244,0.26390785
1245,0.042180374
1246,0.758100688
1247,0.250797331
1249,0.033705734
1250,0.264665067
1251,0.031175967
1253,0.291771978
1254,0.302937329
1255,0.289791912
1256,0.007492992
1257,0.264634818
1258,0.284275889
1259,0.011814894
1260,0.020204857
1261,0.010869853
1262,0.50440532
1263,0.283865958
1264,0.276998043
1265,0.267773062
1266,0.026805375
1267,0.260302961
1270,0.256891608
1271,0.523587108
1272,0.25322184
1273,0.261385083
1274,0.0034669
1275,0.768918395
1276,0.278514296
1279,0.048706535
1280,0.598644018
1281,0.008078208
1282,0.261387378
1283,0.253043383
1284,0.006817602
1285,0.015148049
1286,0.553194404
1287,0.787676454
1288,0.011311507
1289,0.262595773
1290,0.270617604
1291,0.278021634
1293,0.262496054
1294,0.272218645
1296,0.00417809
1297,0.254167259
1298,0.008502034
1299,0.259817004
1300,0.015387753
1301,0.799373746
1302,0.759203315
1303,0.518115997
1304,0.522060752
1305,0.504996657
1306,0.535587907
1307,0.516926527
1308,0.029176526
1309,0.50994277
1310,0.144608647
1312,0.516074777
1313,0.278429925
1314,0.517771065
1315,0.522448719
1316,0.804687381
1317,0.269591987
1318,0.25196743
1319,0.259560883
1321,0.014185343
1323,0.259484023
1324,0.51711005
1325,0.019051459
1326,0.520568252
1327,0.536319494
1328,0.018787913
1329,0.259749711
1330,0.283950806
1332,0.255993247
1333,0.031011175
1334,0.516956806
1335,0.017921584
1336,0.513615966
1337,0.2811957
1338,0.263814628
1339,0.256826669
1340,0.280802995
1341,0.255736738
1342,0.290841937
1343,0.31019178
1344,0.052917935
1345,0.519509614
1346,0.005723638
1347,0.254536808
1348,0.759605646
1350,0.286445856
1351,0.254580051
1352,0.562652171
1353,0.312808156
1354,0.01632943
1355,0.261081815
1356,0.009851954
1357,0.500786304
1358,0.509410977
1359,0.011795823
1360,0.255843431
1361,0.010000098
1362,0.271153092
1363,0.505931377
1364,0.26076889
1366,0.267293334
1367,0.007392412
1368,0.541910768
1369,0.254943699
1370,0.285216212
1372,0.529958963
1373,0.013787895
1374,0.002386659
1375,0.001996215
1377,0.272350669
1378,0.290687323
1379,0.270664394
1380,0.022863247
1381,0.504506946
1382,0.504145503
1383,0.009697342
1384,0.26490581
1386,0.278296769
1387,0.25597921
1389,0.0641478
1391,0.005881014
1392,0.005584857
1393,0.005729806
1394,0.505264878
1395,0.509118795
1397,0.017289409
1398,0.277327418
1400,0.009443179
1401,0.509715915
1402,0.00650908
1404,0.035980117
1405,0.525067329
1407,0.281175584
1408,0.258855611
1409,0.010953911
1410,0.270138323
1412,0.004804383
1413,0.269052655
1414,0.519054055
1415,0.016065022
1416,0.334670663
1417,0.266395211
1418,0.278648943
1419,0.509207606
1420,0.500615776
1421,0.525223792
1423,0.266523451
1424,0.019666893
1425,0.265687943
1426,0.505896449
1428,0.038421683
1429,0.256329477
1432,0.759648025
1433,0.75740993
1434,0.263582468
1435,0.295396715
1436,0.595532537
1437,0.569358706
1438,0.266740382
1440,0.02027712
1441,0.522506058
1442,0.504571795
1443,0.76736021
1444,0.01540021
1445,0.513455868
1446,0.264134318
1447,0.754385233
1448,0.258289903
1449,0.262863755
1450,0.274720162
1451,0.329532981
1453,0.278511912
1455,0.504848599
1456,0.511195779
1458,0.512419522
1459,0.001915836
1460,0.05049156
1461,0.018907331
1462,0.014084822
1463,0.262972504
1464,0.29238075
1465,0.778608382
1466,0.254967332
1467,0.504493475
1468,0.261036694
1469,0.251080245
1470,0.00698094
1471,0.154503316
1472,0.272275269
1473,0.517977536
1474,0.260906219
1475,0.255407423
1476,0.022698795
1478,0.258646041
1479,0.254758388
1480,0.001701491
1481,0.00939754
1482,0.255737096
1483,0.260043979
1485,0.765576661
1486,0.513634443
1487,0.290326327
1488,0.255190343
1489,0.261731833
1490,0.006282475
1492,0.252294898
1493,0.251638919
1494,0.268076569
1495,0.516821027
1497,0.283288568
1498,0.253869087
1499,0.021158321
1500,0.287972182
1501,0.515365601
1502,0.005194673
1504,0.004712017
1505,0.265414268
1506,0.267192066
1507,0.525912881
1508,0.511556983
1509,0.766866088
1510,0.288499504
1512,0.269593149
1513,0.527821064
1514,0.254603148
1515,0.603744626
1516,0.258616984
1517,0.503383815
1518,0.50401175
1519,0.523435831
1520,0.527513504
1521,0.251360744
1522,0.26380679
1523,0.330163121
1524,0.262436509
1526,0.001069464
1527,0.260506421
1528,0.013040432
1529,0.50768894
1530,0.522046447
1531,0.008453186
1533,0.001180653
1534,0.254733086
1535,0.016869618
1536,0.566306651
1537,0.503554404
1539,0.254375666
1540,0.251098096
1542,0.259282708
1543,0.75314641
1544,0.51974982
1545,0.254447907
1546,0.264925182
1547,0.507072628
1548,0.005853427
1549,0.51336503
1550,0.024899343
1551,0.26838845
1552,0.269607216
1553,0.520991325
1554,0.269537836
1555,0.014368174
1556,0.527592361
1558,0.270433992
1559,0.017892957
1560,0.000976178
1562,0.525815368
1563,0.511709929
1564,0.511898398
1566,0.535222888
1567,0.269532025
1568,0.286111653
1569,0.279900908
1570,0.004433532
1571,0.254761785
1572,0.001025254
1573,0.006159024
1574,0.257254958
1575,0.261323839
1576,0.266850144
1577,0.544784904
1578,0.258269578
1579,0.004588732
1580,0.31126824
1581,0.001230802
1582,0.005031729
1583,0.515885055
1584,0.261143357
1585,0.26190123
1586,0.0149335
1587,0.296236634
1589,0.257192582
1590,0.268149883
1591,0.004933152
1593,0.511779547
1594,0.000962891
1595,0.506386459
1596,0.00390809
1597,0.004910608
1598,0.548813701
1599,0.254348993
1600,0.503069818
1601,0.250895023
1602,0.514811456
1604,0.257579893
1605,0.034935068
1606,0.010564831
1607,0.250611842
1608,0.754041195
1609,0.274906665
1610,0.003180864
1611,0.514379859
1612,0.004050829
1613,0.503191948
1614,0.033241771
1615,0.516135812
1616,0.257655352
1617,0.25059551
1620,0.767716944
1621,0.510531902
1622,0.013608727
1623,0.005221765
1624,0.018893199
1625,0.257818818
1626,0.524843931
1627,0.508418798
1628,0.279289156
1629,0.25354436
1630,0.284763485
1631,0.258546233
1632,0.502812743
1633,0.015326126
1634,0.80097127
1636,0.004447511
1637,0.260289848
1638,0.512935936
1639,0.000828717
1640,0.267582327
1641,0.564466774
1642,0.250855803
1643,0.250732839
1644,0.258796453
1645,0.254196465
1648,0.004129374
1649,0.000731147
1652,0.25477162
1653,0.514122605
1654,0.25342679
1655,0.525840461
1656,0.251133204
1657,0.009078071
1658,0.51822114
1659,0.010847544
1660,0.81938839
1661,0.004640026
1664,0.503531277
1665,0.009116788
1666,0.503612697
1667,0.015377793
1669,0.511173427
1670,0.257048637
1671,0.506924272
1672,0.061374415
1674,0.51325506
1675,0.523973465
1677,0.257579058
1678,0.264606535
1679,0.008675985
1680,0.273192346
1681,0.506952882
1682,0.260521859
1683,0.281118721
1685,0.524864614
1686,0.509101927
1687,0.009892103
1688,0.538615167
1689,0.016951919
1690,0.529102683
1691,0.263525724
1692,0.257631749
1693,0.008201893
1694,0.258109093
1695,0.26256296
1696,0.25767976
1697,0.254275888
1698,0.525411129
1699,0.759551346
1701,0.250702113
1702,0.007993486
1703,0.263715029
1705,0.01799036
1706,0.262574881
1707,0.517864823
1708,0.000975607
1709,0.253674537
1710,0.270633996
1711,0.540980756
1712,0.250837207
1714,0.266831696
1715,0.277835578
1716,0.280447751
1717,0.515262246
1718,0.518528223
1719,0.012658608
1720,0.004893947
1721,0.253950357
1722,0.25578779
1723,0.535796344
1724,0.528944016
1725,0.008470602
1726,0.032921251
1728,0.032975923
1729,0.257552415
1730,0.000867835
1732,0.081455201
1733,0.263361633
1734,0.822125793
1736,0.503531694
1737,0.753875256
1738,0.274089277
1739,0.254694998
1740,0.004870419
1741,0.530276656
1742,0.254703701
1743,0.257563502
1744,0.274249703
1745,0.533149779
1746,0.00072724
1747,0.498668641
1748,0.295978516
1749,0.511435807
1750,0.269604832
1751,0.258366376
1752,0.267873913
1753,0.018847281
1755,0.50769943
1756,0.016317395
1757,0.254692733
1758,0.759750426
1759,0.527782381
1760,0.018578295
1762,0.264168888
1763,0.250535876
1765,0.262563467
1766,0.261626333
1767,0.529429078
1769,0.253982216
1770,0.261309952
1771,0.270531476
1772,0.249679044
1774,0.510420322
1775,0.770552099
1776,0.006252503
1777,0.005843445
1778,0.250500977
1779,0.264898002
1780,0.274884611
1782,0.251930594
1783,0.827273011
1784,0.503752351
1785,0.511725724
1786,0.508743644
1789,0.000788786
1790,0.000857905
1791,0.004331849
1792,0.02255844
1793,0.517521083
1794,0.004748454
1795,0.266023874
1796,1.003578782
1799,0.010406956
1801,0.270890862
1803,0.515489399
1804,0.258903563
1805,0.263408214
1806,0.261254787
1807,0.252864122
1809,0.011714661
1810,0.503351629
1811,0.25411883
1812,0.315630972
1813,0.004216978
1814,0.004157411
1815,0.507819176
1816,0.008134834
1817,0.265645891
1818,0.250450492
1820,0.517174304
1821,0.000980435
1822,0.254237086
1823,0.26798746
1826,0.004622801
1827,0.502984762
1828,0.257451266
1829,0.512123764
1830,0.27573213
1831,0.008880715
1832,0.772428393
1833,0.508072495
1834,0.508395433
1836,0.551393032
1837,0.254015237
1838,0.288352668
1839,0.254501969
1840,0.260772228
1841,0.273806393
1842,0.283643246
1845,0.040585544
1846,0.311140805
1847,0.017699672
1848,0.515231371
1849,0.253990382
1850,0.255440742
1851,0.303157955
1852,0.50318104
1853,0.255353391
1854,0.524240851
1855,0.281060874
1856,0.503961444
1857,0.010032438
1858,0.00451524
1859,0.261773556
1860,0.50050354
1863,0.013047293
1864,0.000573984
1865,0.008278416
1866,0.128559574
1867,0.250501215
1868,0.262291431
1869,0.276783794
1870,0.524541318
1871,0.268325955
1872,0.000697913
1873,0.265184611
1874,0.003842366
1875,0.260836214
1876,0.535582662
1877,0.261490315
1879,0.269942045
1880,0.00084807
1881,0.016470812
1882,0.499138504
1883,0.50772506
1885,0.008207908
1886,0.259292334
1887,0.257987201
1888,0.266623408
1890,0.768040061
1891,0.011622262
1892,0.264286786
1893,0.521726966
1894,0.500824809
1895,0.26941824
1897,0.25913468
1898,0.250503868
1900,0.004999877
1901,0.254431814
1902,0.531778097
1904,0.022020968
1905,0.503692031
1906,0.262332857
1907,0.250954986
1909,0.004833145
1910,0.510169089
1911,0.253738552
1912,0.272172064
1913,0.287317306
1914,0.00466274
1915,0.257090092
1917,0.010124873
1918,0.249924138
1919,0.509672701
1920,0.147933155
1921,0.757215858
1922,0.261283189
1923,0.500316799
1925,0.596324086
1926,0.250381261
1927,0.000745481
1928,0.262506843
1929,0.012675738
1930,0.000491738
1931,0.528103232
1932,0.25389877
1933,0.505692124
1934,0.008232106
1935,0.267781168
1936,0.516180575
1937,0.178052291
1938,0.554584086
1939,0.257454246
1940,0.783449531
1941,0.022177495
1942,0.008732627
1944,0.013587916
1945,0.502829432
1946,0.271371156
